DTXSID,ss_cas,ss_chemname,total_enrich_feat,SS_score,uc_chemname,uc_cas,bc_DTXSID,bc_chemname,bc_cas,sr_cor,sr_pval,PS_score,prioritization_score
DTXSID6091552,33239-19-9,D & C Orange 11,0,0,D & C Orange 11,33239-19-9,DTXSID4022367,Estrone,53-16-7,0.6713286713286714,0.020441878422450543,0.8009259259259259,0.8009259259259259
DTXSID50209864,610-81-1,4-Amino-3-nitrophenol,2,0.4,4-Amino-3-nitrophenol,610-81-1,DTXSID0020573,17beta-Estradiol,50-28-2,0.06293706293706294,0.8516819112532922,0.3981481481481481,0.798148148148148
DTXSID1045956,11006-34-1,Chlorophyllide Cu complex sodium salt,0,0,Chlorophyllide Cu complex sodium salt,11006-34-1,DTXSID4022367,Estrone,53-16-7,0.6503496503496504,0.025911516845969543,0.787037037037037,0.787037037037037
DTXSID60884964,17301-53-0,Docosyltrimethylammonium chloride,0,0,Docosyltrimethylammonium chloride,17301-53-0,DTXSID0020573,17beta-Estradiol,50-28-2,0.6503496503496504,0.025911516845969543,0.787037037037037,0.787037037037037
DTXSID8046169,555-44-2,Tripalmitin,0,0,Tripalmitin,555-44-2,DTXSID3022370,Progesterone,57-83-0,0.6083916083916084,0.04000204878864573,0.7592592592592592,0.7592592592592592
DTXSID40874045,97404-02-9,Basic Orange 31,2,0.4,Basic Orange 31,97404-02-9,DTXSID4022367,Estrone,53-16-7,-0.02097902097902098,0.9561691549379485,0.3425925925925926,0.7425925925925927
DTXSID5045964,515-69-5,Bisabolol,1,0.2,Bisabolol,515-69-5,DTXSID3022370,Progesterone,57-83-0,0.2517482517482518,0.430115288763099,0.5231481481481481,0.7231481481481481
DTXSID1021453,5567-15-7,C.I. Pigment Yellow 83,0,0,C.I. Pigment Yellow 83,5567-15-7,DTXSID3022370,Progesterone,57-83-0,0.5454545454545455,0.07067890506141748,0.7175925925925926,0.7175925925925926
DTXSID70222898,72576-80-8,"Hexadecanoic acid, isooctadecyl ester",0,0,"Hexadecanoic acid, isooctadecyl ester",72576-80-8,DTXSID0020573,17beta-Estradiol,50-28-2,0.5454545454545455,0.07067890506141748,0.7175925925925926,0.7175925925925926
DTXSID00231231,81646-13-1,Behentrimonium methosulfate,0,0,Behentrimonium methosulfate,81646-13-1,DTXSID0020573,17beta-Estradiol,50-28-2,0.4755244755244756,0.12131935644669292,0.6712962962962963,0.6712962962962963
DTXSID7045021,59-46-1,Procaine,2,0.4,Procaine,59-46-1,DTXSID3022370,Progesterone,57-83-0,-0.1328671328671329,0.6833655342846062,0.2685185185185185,0.6685185185185185
DTXSID40893251,14350-97-1,Disodium lauroamphodiacetate,0,0,Disodium lauroamphodiacetate,14350-97-1,DTXSID0020573,17beta-Estradiol,50-28-2,0.4685314685314686,0.12747265257630852,0.6666666666666665,0.6666666666666665
DTXSID2051710,141-02-6,2-Ethylhexyl fumarate,1,0.2,2-Ethylhexyl fumarate,141-02-6,DTXSID3022370,Progesterone,57-83-0,0.16083916083916086,0.6193561690338674,0.4629629629629629,0.662962962962963
DTXSID60866083,42173-90-0,"26-(4-Octylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol",0,0,"26-(4-Octylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol",42173-90-0,DTXSID3022370,Progesterone,57-83-0,0.4475524475524476,0.1472053777671552,0.6527777777777777,0.6527777777777777
DTXSID50275928,68391-31-1,"N,N,N-trimethyl-3-[(E)-(3-methyl-5-oxo-1-phenyl-4,5-dihydro-1h-pyrazol-4-yl)diazenyl]anilinium chloride",1,0.2,"N,N,N-trimethyl-3-[(E)-(3-methyl-5-oxo-1-phenyl-4,5-dihydro-1h-pyrazol-4-yl)diazenyl]anilinium chloride",68391-31-1,DTXSID4022367,Estrone,53-16-7,0.13986013986013987,0.6671505359874287,0.44907407407407407,0.6490740740740741
DTXSID9052476,73-40-5,Guanine,1,0.2,Guanine,73-40-5,DTXSID0020573,17beta-Estradiol,50-28-2,0.09790209790209792,0.766288456385056,0.4212962962962963,0.6212962962962962
DTXSID50432872,87977-28-4,3-Iodoprop-1-ynyl N-butylcarbamate,2,0.4,3-Iodoprop-1-ynyl N-butylcarbamate,87977-28-4,DTXSID3022370,Progesterone,57-83-0,-0.2097902097902098,0.5135125134125788,0.2175925925925926,0.6175925925925926
DTXSID4045929,7085-55-4,Troxerutin,0,0,Troxerutin,7085-55-4,DTXSID4022367,Estrone,53-16-7,0.3846153846153847,0.21838742691298801,0.611111111111111,0.611111111111111
DTXSID70204432,55837-16-6,Entsufon,0,0,Entsufon,55837-16-6,DTXSID4022367,Estrone,53-16-7,0.34265734265734266,0.27623051258815623,0.5833333333333333,0.5833333333333333
DTXSID9058735,2379-74-0,D&C Red No. 30,0,0,D&C Red No. 30,2379-74-0,DTXSID3022370,Progesterone,57-83-0,0.3286713286713287,0.29738507772010603,0.5740740740740741,0.5740740740740741
DTXSID7064283,6371-76-2,D&C Red No. 31,0,0,D&C Red No. 31,6371-76-2,DTXSID0020573,17beta-Estradiol,50-28-2,0.31468531468531474,0.31947191256145246,0.5648148148148148,0.5648148148148148
DTXSID9021138,106-50-3,"1,4-Benzenediamine",2,0.4,"1,4-Benzenediamine",106-50-3,DTXSID3022370,Progesterone,57-83-0,-0.30069930069930073,0.3424833754401925,0.1574074074074074,0.5574074074074075
DTXSID1027974,32210-23-4,4-tert-Butylcyclohexyl acetate,1,0.2,4-tert-Butylcyclohexyl acetate,32210-23-4,DTXSID3022370,Progesterone,57-83-0,-0.006993006993006994,0.9912300360571011,0.35185185185185186,0.5518518518518518
DTXSID40889331,83-86-3,myo-Inositol hexakisphosphate,1,0.2,myo-Inositol hexakisphosphate,83-86-3,DTXSID0020573,17beta-Estradiol,50-28-2,-0.006993006993006994,0.9912300360571011,0.35185185185185186,0.5518518518518518
DTXSID50931734,14306-25-3,"Sodium 2,3,4,5,6-pentakis(phosphonooxy)cyclohexyl hydrogen phosphate",1,0.2,"Sodium 2,3,4,5,6-pentakis(phosphonooxy)cyclohexyl hydrogen phosphate",14306-25-3,DTXSID0020573,17beta-Estradiol,50-28-2,-0.006993006993006994,0.9912300360571011,0.35185185185185186,0.5518518518518518
DTXSID6040664,483-63-6,Crotamiton,1,0.2,Crotamiton,483-63-6,DTXSID3022370,Progesterone,57-83-0,-0.006993006993006994,0.9912300360571011,0.35185185185185186,0.5518518518518518
DTXSID9025324,1195-79-5,alpha-Fenchone,2,0.4,alpha-Fenchone,1195-79-5,DTXSID3022370,Progesterone,57-83-0,-0.31468531468531474,0.3194719125614523,0.14814814814814814,0.5481481481481482
DTXSID9024489,2835-95-2,5-Amino-2-methylphenol,2,0.4,5-Amino-2-methylphenol,2835-95-2,DTXSID3022370,Progesterone,57-83-0,-0.3286713286713287,0.29738507772010603,0.1388888888888889,0.538888888888889
DTXSID80874049,77061-58-6,Basic Red 51,1,0.2,Basic Red 51,77061-58-6,DTXSID3022370,Progesterone,57-83-0,-0.06293706293706294,0.8516819112532925,0.3148148148148148,0.5148148148148148
DTXSID50184647,3056-00-6,Laureth-12,0,0,Laureth-12,3056-00-6,DTXSID3022370,Progesterone,57-83-0,0.2307692307692308,0.47090569352639616,0.5092592592592592,0.5092592592592592
DTXSID4020616,470-82-6,"1,8-Cineol",1,0.2,"1,8-Cineol",470-82-6,DTXSID0020573,17beta-Estradiol,50-28-2,-0.07692307692307693,0.8172832907063171,0.3055555555555555,0.5055555555555555
DTXSID8027872,25383-99-7,Sodium stearoyl lactylate,0,0,Sodium stearoyl lactylate,25383-99-7,DTXSID3022370,Progesterone,57-83-0,0.2027972027972028,0.5281002367834549,0.4907407407407407,0.4907407407407407
DTXSID8031861,307-55-1,Perfluorododecanoic acid,0,0,Perfluorododecanoic acid,307-55-1,DTXSID0020573,17beta-Estradiol,50-28-2,0.16083916083916086,0.6193561690338674,0.4629629629629629,0.4629629629629629
DTXSID30893048,27836-64-2,Dodecyl D-glucopyranoside,0,0,Dodecyl D-glucopyranoside,27836-64-2,DTXSID0020573,17beta-Estradiol,50-28-2,0.14685314685314688,0.6510733511166211,0.45370370370370366,0.45370370370370366
DTXSID60993085,72300-24-4,2-Hydroxypropanoic acid--16-methyl-N-[3-(morpholin-4-yl)propyl]heptadecanimidic acid (1/1),0,0,2-Hydroxypropanoic acid--16-methyl-N-[3-(morpholin-4-yl)propyl]heptadecanimidic acid (1/1),72300-24-4,DTXSID4022367,Estrone,53-16-7,0.14685314685314688,0.6510733511166211,0.45370370370370366,0.45370370370370366
DTXSID8047553,2058-94-8,Perfluoroundecanoic acid,0,0,Perfluoroundecanoic acid,2058-94-8,DTXSID3022370,Progesterone,57-83-0,0.14685314685314688,0.6510733511166211,0.45370370370370366,0.45370370370370366
DTXSID3063752,5274-68-0,Tetraethylene glycol monododecyl ether,0,0,Tetraethylene glycol monododecyl ether,5274-68-0,DTXSID3022370,Progesterone,57-83-0,0.1328671328671329,0.6833655342846062,0.4444444444444444,0.4444444444444444
DTXSID40863873,6486-23-3,"Butanamide, 2-[2-(4-chloro-2-nitrophenyl)diazenyl]-N-(2-chlorophenyl)-3-oxo-",0,0,"Butanamide, 2-[2-(4-chloro-2-nitrophenyl)diazenyl]-N-(2-chlorophenyl)-3-oxo-",6486-23-3,DTXSID4022367,Estrone,53-16-7,0.1328671328671329,0.6833655342846062,0.4444444444444444,0.4444444444444444
DTXSID5046069,86-75-9,Benzoxiquine,0,0,Benzoxiquine,86-75-9,DTXSID0020573,17beta-Estradiol,50-28-2,0.1328671328671329,0.6833655342846062,0.4444444444444444,0.4444444444444444
DTXSID6021375,538-23-8,Tricaprylin,0,0,Tricaprylin,538-23-8,DTXSID3022370,Progesterone,57-83-0,0.1328671328671329,0.6833655342846062,0.4444444444444444,0.4444444444444444
DTXSID6058631,3055-94-5,Triethylene glycol monododecyl ether,0,0,Triethylene glycol monododecyl ether,3055-94-5,DTXSID3022370,Progesterone,57-83-0,0.1328671328671329,0.6833655342846062,0.4444444444444444,0.4444444444444444
DTXSID20862324,629-82-3,Dicaprylyl ether,0,0,Dicaprylyl ether,629-82-3,DTXSID3022370,Progesterone,57-83-0,0.1258741258741259,0.6997122207317211,0.4398148148148147,0.4398148148148147
DTXSID8070417,66161-62-4,Sodium lauroamphoacetate,0,0,Sodium lauroamphoacetate,66161-62-4,DTXSID0020573,17beta-Estradiol,50-28-2,0.1188811188811189,0.7161843265955253,0.4351851851851851,0.4351851851851851
DTXSID90885464,29923-31-7,"L-Glutamic acid, N-(1-oxododecyl)-, sodium salt (1:1)",0,0,"L-Glutamic acid, N-(1-oxododecyl)-, sodium salt (1:1)",29923-31-7,DTXSID0020573,17beta-Estradiol,50-28-2,0.1188811188811189,0.7161843265955253,0.4351851851851851,0.4351851851851851
DTXSID3038852,27503-81-7,Ensulizole,0,0,Ensulizole,27503-81-7,DTXSID4022367,Estrone,53-16-7,0.1118881118881119,0.7327754460345058,0.4305555555555555,0.4305555555555555
DTXSID40862306,620-67-7,"1,2,3-Propanetriyl triheptanoate",0,0,"1,2,3-Propanetriyl triheptanoate",620-67-7,DTXSID3022370,Progesterone,57-83-0,0.1118881118881119,0.7327754460345058,0.4305555555555555,0.4305555555555555
DTXSID40883359,317-34-0,Aminophylline,0,0,Aminophylline,317-34-0,DTXSID0020573,17beta-Estradiol,50-28-2,0.1118881118881119,0.7327754460345058,0.4305555555555555,0.4305555555555555
DTXSID5045885,4991-65-5,Thioxolone,0,0,Thioxolone,4991-65-5,DTXSID0020573,17beta-Estradiol,50-28-2,0.1118881118881119,0.7327754460345058,0.4305555555555555,0.4305555555555555
DTXSID60904858,68647-44-9,"1H-Imidazolium, 1-(carboxymethyl)-4,5-dihydro-1(or 3)-(2-hydroxyethyl)-2-undecyl-, hydroxide, sodium salt (1:1:1)",0,0,"1H-Imidazolium, 1-(carboxymethyl)-4,5-dihydro-1(or 3)-(2-hydroxyethyl)-2-undecyl-, hydroxide, sodium salt (1:1:1)",68647-44-9,DTXSID3022370,Progesterone,57-83-0,0.1118881118881119,0.7327754460345058,0.4305555555555555,0.4305555555555555
DTXSID0046511,306-94-5,Perflunafene,1,0.2,Perflunafene,306-94-5,DTXSID3022370,Progesterone,57-83-0,-0.19580419580419584,0.5428735206298202,0.22685185185185183,0.4268518518518518
DTXSID50176582,220828-91-1,Hydroxyethyl behenamidopropyl dimonium chloride,0,0,Hydroxyethyl behenamidopropyl dimonium chloride,220828-91-1,DTXSID3022370,Progesterone,57-83-0,0.1048951048951049,0.7494790426721833,0.4259259259259259,0.4259259259259259
DTXSID1045166,137-58-6,Lidocaine,0,0,Lidocaine,137-58-6,DTXSID3022370,Progesterone,57-83-0,0.09790209790209792,0.766288456385056,0.4212962962962963,0.4212962962962963
DTXSID8062816,3055-97-8,Heptaethylene glycol monododecyl ether,0,0,Heptaethylene glycol monododecyl ether,3055-97-8,DTXSID3022370,Progesterone,57-83-0,0.09090909090909093,0.7831969102946084,0.41666666666666663,0.41666666666666663
DTXSID30110060,638-23-3,S-(Carboxymethyl)-L-cysteine,0,0,S-(Carboxymethyl)-L-cysteine,638-23-3,DTXSID0020573,17beta-Estradiol,50-28-2,0.08391608391608392,0.8001975179523347,0.41203703703703703,0.41203703703703703
DTXSID4047462,13466-78-9,3-Carene,0,0,3-Carene,13466-78-9,DTXSID3022370,Progesterone,57-83-0,0.08391608391608392,0.8001975179523347,0.41203703703703703,0.41203703703703703
DTXSID4064347,6417-83-0,"C.I. Pigment Red 63, calcium salt (1:1)",0,0,"C.I. Pigment Red 63, calcium salt (1:1)",6417-83-0,DTXSID4022367,Estrone,53-16-7,0.06993006993006994,0.8344471452374791,0.40277777777777773,0.40277777777777773
DTXSID3046580,21245-01-2,Padimate,1,0.2,Padimate,21245-01-2,DTXSID3022370,Progesterone,57-83-0,-0.2377622377622378,0.4571022068090019,0.19907407407407404,0.399074074074074
DTXSID4027442,1847-58-1,Sodium 2-(dodecyloxy)-2-oxoethane-1-sulphonate,0,0,Sodium 2-(dodecyloxy)-2-oxoethane-1-sulphonate,1847-58-1,DTXSID4022367,Estrone,53-16-7,0.06293706293706294,0.8516819112532922,0.3981481481481481,0.3981481481481481
DTXSID7060962,660-27-5,"Acetic acid, dichloro-, compd. with N-(1-methylethyl)-2-propanamine (1:1)",1,0.2,"Acetic acid, dichloro-, compd. with N-(1-methylethyl)-2-propanamine (1:1)",660-27-5,DTXSID0020573,17beta-Estradiol,50-28-2,-0.27272727272727276,0.3912327460261549,0.17592592592592593,0.37592592592592594
DTXSID1040459,362-74-3,Bucladesine,0,0,Bucladesine,362-74-3,DTXSID4022367,Estrone,53-16-7,0.027972027972027975,0.9386633634935001,0.375,0.375
DTXSID6025690,81-14-1,Musk ketone,0,0,Musk ketone,81-14-1,DTXSID0020573,17beta-Estradiol,50-28-2,0.027972027972027975,0.9386633634935001,0.375,0.375
DTXSID7044637,2814-77-9,D&C Red No. 36,0,0,D&C Red No. 36,2814-77-9,DTXSID0020573,17beta-Estradiol,50-28-2,0.027972027972027975,0.9386633634935001,0.375,0.375
DTXSID6041266,683-10-3,"1-Dodecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",0,0,"1-Dodecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",683-10-3,DTXSID3022370,Progesterone,57-83-0,0.006993006993006994,0.9912300360571011,0.36111111111111105,0.36111111111111105
DTXSID8031863,375-95-1,Perfluorononanoic acid,0,0,Perfluorononanoic acid,375-95-1,DTXSID3022370,Progesterone,57-83-0,0.006993006993006994,0.9912300360571011,0.36111111111111105,0.36111111111111105
DTXSID7023938,85-70-1,Butylphthalyl butylglycolate,0,0,Butylphthalyl butylglycolate,85-70-1,DTXSID0020573,17beta-Estradiol,50-28-2,0,1,0.35648148148148145,0.35648148148148145
DTXSID40152855,12041-76-8,Dichlorobenzyl alcohol,0,0,Dichlorobenzyl alcohol,12041-76-8,DTXSID0020573,17beta-Estradiol,50-28-2,-0.006993006993006994,0.9912300360571011,0.35185185185185186,0.35185185185185186
DTXSID7027594,4/9/5281,D&C Red No. 7,0,0,D&C Red No. 7,4/9/5281,DTXSID4022367,Estrone,53-16-7,-0.006993006993006994,0.9912300360571011,0.35185185185185186,0.35185185185185186
DTXSID701019401,25339-99-5,"beta-D-Fructofuranosyl-alpha-D-glucopyranoside, monododecanoate",0,0,"beta-D-Fructofuranosyl-alpha-D-glucopyranoside, monododecanoate",25339-99-5,DTXSID4022367,Estrone,53-16-7,-0.013986013986013988,0.973693903956088,0.3472222222222222,0.3472222222222222
DTXSID9026710,104-93-8,1-Methoxy-4-methylbenzene,0,0,1-Methoxy-4-methylbenzene,104-93-8,DTXSID3022370,Progesterone,57-83-0,-0.013986013986013988,0.973693903956088,0.3472222222222222,0.3472222222222222
DTXSID5044021,147-85-3,L-Proline,1,0.2,L-Proline,147-85-3,DTXSID0020573,17beta-Estradiol,50-28-2,-0.3216783216783217,0.30831236054913413,0.14351851851851852,0.34351851851851856
DTXSID6064038,5858-81-1,FD&C Red No. 6,0,0,FD&C Red No. 6,5858-81-1,DTXSID4022367,Estrone,53-16-7,-0.02097902097902098,0.9561691549379485,0.3425925925925926,0.3425925925925926
DTXSID7045318,531-75-9,Esculin,0,0,Esculin,531-75-9,DTXSID4022367,Estrone,53-16-7,-0.02097902097902098,0.9561691549379485,0.3425925925925926,0.3425925925925926
DTXSID80990652,70445-33-9,"3-[(2-Ethylhexyl)oxy]propane-1,2-diol",0,0,"3-[(2-Ethylhexyl)oxy]propane-1,2-diol",70445-33-9,DTXSID3022370,Progesterone,57-83-0,-0.027972027972027975,0.9386633634935004,0.3379629629629629,0.3379629629629629
DTXSID5022146,1120-16-7,Dodecanamide,0,0,Dodecanamide,1120-16-7,DTXSID4022367,Estrone,53-16-7,-0.04895104895104896,0.8863351088649201,0.32407407407407407,0.32407407407407407
DTXSID7038816,3055-93-4,2-[2-(Dodecyloxy)ethoxy]ethanol,0,0,2-[2-(Dodecyloxy)ethoxy]ethanol,3055-93-4,DTXSID3022370,Progesterone,57-83-0,-0.05594405594405595,0.868980339326347,0.3194444444444444,0.3194444444444444
DTXSID7040152,497-76-7,Arbutin,0,0,Arbutin,497-76-7,DTXSID4022367,Estrone,53-16-7,-0.06293706293706294,0.8516819112532925,0.3148148148148148,0.3148148148148148
DTXSID9037745,87-18-3,4-tert-Butylphenyl salicylate,0,0,4-tert-Butylphenyl salicylate,87-18-3,DTXSID0020573,17beta-Estradiol,50-28-2,-0.07692307692307693,0.8172832907063171,0.3055555555555555,0.3055555555555555
DTXSID9037745,87-18-3,4-tert-Butylphenyl salicylate,0,0,4-tert-Butylphenyl salicylate,87-18-3,DTXSID3022370,Progesterone,57-83-0,-0.07692307692307693,0.8172832907063171,0.3055555555555555,0.3055555555555555
DTXSID1023730,60-18-4,L-Tyrosine,0,0,L-Tyrosine,60-18-4,DTXSID4022367,Estrone,53-16-7,-0.08391608391608392,0.8001975179523347,0.30092592592592593,0.30092592592592593
DTXSID2047511,628-97-7,Ethyl hexadecanoate,0,0,Ethyl hexadecanoate,628-97-7,DTXSID3022370,Progesterone,57-83-0,-0.08391608391608392,0.8001975179523347,0.30092592592592593,0.30092592592592593
DTXSID2048959,2490-97-3,N2-Acetyl-L-glutamine,0,0,N2-Acetyl-L-glutamine,2490-97-3,DTXSID4022367,Estrone,53-16-7,-0.09090909090909093,0.783196910294608,0.2962962962962963,0.2962962962962963
DTXSID8044676,4536-30-5,2-(Dodecyloxy)ethanol,0,0,2-(Dodecyloxy)ethanol,4536-30-5,DTXSID3022370,Progesterone,57-83-0,-0.09090909090909093,0.783196910294608,0.2962962962962963,0.2962962962962963
