DTXSID,ss_cas,ss_chemname,total_enrich_feat,SS_score,uc_chemname,uc_cas,bc_DTXSID,bc_chemname,bc_cas,sr_cor,sr_pval,PS_score,prioritization_score
DTXSID7032559,91465-08-6,?-Cyhalothrin,2,0.2857142857142857,?-Cyhalothrin,91465-08-6,DTXSID5035957,Cyfluthrin,68359-37-5,0.9090909090909093,0,0.910569105691057,1.1962833914053426
DTXSID50572949,111031-14-2,"2-[1-({[(2E)-3-Chloroprop-2-en-1-yl]oxy}amino)propylidene]-5-[2-(ethanesulfinyl)propyl]cyclohexane-1,3-dione",3,0.42857142857142855,"2-[1-({[(2E)-3-Chloroprop-2-en-1-yl]oxy}amino)propylidene]-5-[2-(ethanesulfinyl)propyl]cyclohexane-1,3-dione",111031-14-2,DTXSID5035957,Cyfluthrin,68359-37-5,0.7692307692307694,0.0052529205777348,0.7479674796747969,1.1765389082462254
DTXSID9024512,98-16-8,3-(Trifluoromethyl)aniline,2,0.2857142857142857,3-(Trifluoromethyl)aniline,98-16-8,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.8881118881118882,9.165861732816959e-5,0.8861788617886179,1.1718931475029035
DTXSID101017883,113210-98-3,(Z)-Dimethomorph,3,0.42857142857142855,(Z)-Dimethomorph,113210-98-3,DTXSID0032520,Azoxystrobin,131860-33-8,0.7622377622377623,0.005897475990334394,0.7398373983739838,1.1684088269454123
DTXSID10150323,113210-97-2,"Dimethomorph, (E)-",3,0.42857142857142855,"Dimethomorph, (E)-",113210-97-2,DTXSID0032520,Azoxystrobin,131860-33-8,0.7622377622377623,0.005897475990334394,0.7398373983739838,1.1684088269454123
DTXSID001017842,2599-11-3,Hydroxysimazine,2,0.2857142857142857,Hydroxysimazine,2599-11-3,DTXSID9020112,Atrazine,1912-24-9,0.8811188811188813,1.9215308603749747e-4,0.878048780487805,1.1637630662020908
DTXSID6074750,120068-36-2,Fipronil Sulfone,2,0.2857142857142857,Fipronil Sulfone,120068-36-2,DTXSID0020446,Diuron,330-54-1,0.8601398601398602,5.970842605104725e-4,0.853658536585366,1.1393728222996518
DTXSID6024967,95-82-9,"2,5-Dichloroaniline",2,0.2857142857142857,"2,5-Dichloroaniline",95-82-9,DTXSID5020449,Dichlorvos,62-73-7,0.7972027972027973,0.003161252109393291,0.7804878048780489,1.0662020905923346
DTXSID7030307,626-43-7,"3,5-Dichloroaniline",2,0.2857142857142857,"3,5-Dichloroaniline",626-43-7,DTXSID5020449,Dichlorvos,62-73-7,0.7972027972027973,0.003161252109393291,0.7804878048780489,1.0662020905923346
DTXSID001016618,111031-17-5,Clethodim-sulfone,2,0.2857142857142857,Clethodim-sulfone,111031-17-5,DTXSID5035957,Cyfluthrin,68359-37-5,0.7902097902097903,0.003616814382392932,0.7723577235772358,1.0580720092915215
DTXSID6027218,579-66-8,"2,6-Diethylaniline",2,0.2857142857142857,"2,6-Diethylaniline",579-66-8,DTXSID5020449,Dichlorvos,62-73-7,0.7692307692307694,0.0052529205777348,0.7479674796747969,1.0336817653890826
DTXSID6034764,111991-09-4,Nicosulfuron,0,0,Nicosulfuron,111991-09-4,DTXSID0024345,Triasulfuron,82097-50-5,0.9860139860139862,0,1,1
DTXSID8024072,957-51-7,Diphenamid,0,0,Diphenamid,957-51-7,DTXSID3021196,Propazine,139-40-2,0.9860139860139862,0,1,1
DTXSID7021815,95-76-1,"3,4-Dichloroaniline",2,0.2857142857142857,"3,4-Dichloroaniline",95-76-1,DTXSID5020449,Dichlorvos,62-73-7,0.7272727272727274,0.0100009174971863,0.6991869918699187,0.9849012775842044
DTXSID4037586,2600-69-3,Phorate oxon,0,0,Phorate oxon,2600-69-3,DTXSID5020449,Dichlorvos,62-73-7,0.9720279720279722,0,0.983739837398374,0.983739837398374
DTXSID5037571,950-35-6,Methylparaoxon,0,0,Methylparaoxon,950-35-6,DTXSID4021268,Simazine,122-34-9,0.9720279720279722,0,0.983739837398374,0.983739837398374
DTXSID5058064,352010-68-5,Bicyclopyrone,1,0.14285714285714285,Bicyclopyrone,352010-68-5,DTXSID0032520,Azoxystrobin,131860-33-8,0.8461538461538463,9.695401464449504e-4,0.83739837398374,0.9802555168408829
DTXSID2034330,150114-71-9,Aminopyralid,2,0.2857142857142857,Aminopyralid,150114-71-9,DTXSID4021268,Simazine,122-34-9,0.7202797202797203,0.011020518688963307,0.6910569105691056,0.9767711962833913
DTXSID1020930,54-11-5,Nicotine,0,0,Nicotine,54-11-5,DTXSID5020449,Dichlorvos,62-73-7,0.9650349650349651,0,0.975609756097561,0.975609756097561
DTXSID0034936,74222-97-2,Sulfometuron-methyl,0,0,Sulfometuron-methyl,74222-97-2,DTXSID0024345,Triasulfuron,82097-50-5,0.9580419580419582,0,0.967479674796748,0.967479674796748
DTXSID0023955,90982-32-4,Chlorimuron-ethyl,0,0,Chlorimuron-ethyl,90982-32-4,DTXSID0024345,Triasulfuron,82097-50-5,0.9510489510489512,0,0.959349593495935,0.959349593495935
DTXSID1058474,76960-87-7,O-ethyl O-methyl S-propylphosphorothioate (metabolite of ethoprop),0,0,O-ethyl O-methyl S-propylphosphorothioate (metabolite of ethoprop),76960-87-7,DTXSID5020449,Dichlorvos,62-73-7,0.9510489510489512,0,0.959349593495935,0.959349593495935
DTXSID1058185,79277-67-1,Thifensulfuron,1,0.14285714285714285,Thifensulfuron,79277-67-1,DTXSID0032520,Azoxystrobin,131860-33-8,0.8181818181818183,0.002027198525813809,0.804878048780488,0.9477351916376309
DTXSID4037530,380412-59-9,Dimethenamid OA,0,0,Dimethenamid OA,380412-59-9,DTXSID0024345,Triasulfuron,82097-50-5,0.9300699300699302,0,0.934959349593496,0.934959349593496
DTXSID1040372,133855-98-8,Epoxiconazole,1,0.14285714285714285,Epoxiconazole,133855-98-8,DTXSID0020446,Diuron,330-54-1,0.7902097902097903,0.003616814382392932,0.7723577235772358,0.9152148664343787
DTXSID0052839,35045-02-4,Metribuzin-DA,0,0,Metribuzin-DA,35045-02-4,DTXSID9020112,Atrazine,1912-24-9,0.9090909090909093,0,0.910569105691057,0.910569105691057
DTXSID1037486,171262-17-2,Alachlor OA,0,0,Alachlor OA,171262-17-2,DTXSID0020446,Diuron,330-54-1,0.9090909090909093,0,0.910569105691057,0.910569105691057
DTXSID10872811,951659-40-8,Flupyradifurone,0,0,Flupyradifurone,951659-40-8,DTXSID4021268,Simazine,122-34-9,0.9090909090909093,0,0.910569105691057,0.910569105691057
DTXSID2022254,13071-79-9,Terbufos,0,0,Terbufos,13071-79-9,DTXSID0022018,Disulfoton,298-04-4,0.9020979020979022,0,0.9024390243902438,0.9024390243902438
DTXSID6058215,907204-31-3,Fluxapyroxad,0,0,Fluxapyroxad,907204-31-3,DTXSID0020446,Diuron,330-54-1,0.9020979020979022,0,0.9024390243902438,0.9024390243902438
DTXSID9020249,1563-66-2,Carbofuran,0,0,Carbofuran,1563-66-2,DTXSID0024345,Triasulfuron,82097-50-5,0.8951048951048952,5.9415408755710865e-6,0.894308943089431,0.894308943089431
DTXSID6024046,311-45-5,Paraoxon,0,0,Paraoxon,311-45-5,DTXSID9020112,Atrazine,1912-24-9,0.8811188811188813,1.9215308603749747e-4,0.878048780487805,0.878048780487805
DTXSID9058072,372137-35-4,Saflufenacil,0,0,Saflufenacil,372137-35-4,DTXSID0032520,Azoxystrobin,131860-33-8,0.8811188811188813,1.9215308603749747e-4,0.878048780487805,0.878048780487805
DTXSID7041627,30391-89-0,2-Amino-N-(1-methylethyl)benzamide,2,0.2857142857142857,2-Amino-N-(1-methylethyl)benzamide,30391-89-0,DTXSID0024345,Triasulfuron,82097-50-5,0.6293706293706295,0.032394749720125744,0.5853658536585366,0.8710801393728222
DTXSID5037604,56070-15-6,Terbufos OA sulfone,0,0,Terbufos OA sulfone,56070-15-6,DTXSID8032386,Ethalfluralin,55283-68-6,0.8391608391608392,0.0011918743865398027,0.8292682926829268,0.8292682926829268
DTXSID8040727,76674-21-0,Flutriafol,0,0,Flutriafol,76674-21-0,DTXSID0032520,Azoxystrobin,131860-33-8,0.8391608391608392,0.0011918743865398027,0.8292682926829268,0.8292682926829268
DTXSID2058174,736994-63-1,Cyantraniliprole,0,0,Cyantraniliprole,736994-63-1,DTXSID0020446,Diuron,330-54-1,0.8251748251748252,0.0017185956729469844,0.8130081300813008,0.8130081300813008
DTXSID3037541,1031-07-8,Endosulfan sulfate,1,0.14285714285714285,Endosulfan sulfate,1031-07-8,DTXSID0020446,Diuron,330-54-1,0.6993006993006995,0.014539311870507278,0.6666666666666667,0.8095238095238095
DTXSID3024316,34014-18-1,Tebuthiuron,0,0,Tebuthiuron,34014-18-1,DTXSID0032520,Azoxystrobin,131860-33-8,0.8181818181818183,0.002027198525813809,0.804878048780488,0.804878048780488
DTXSID5022510,1570-64-5,4-Chloro-2-methylphenol,0,0,4-Chloro-2-methylphenol,1570-64-5,DTXSID5020449,Dichlorvos,62-73-7,0.8181818181818183,0.002027198525813809,0.804878048780488,0.804878048780488
DTXSID6023862,1646-88-4,Aldoxycarb,0,0,Aldoxycarb,1646-88-4,DTXSID9020112,Atrazine,1912-24-9,0.8111888111888113,0.002368930397823616,0.7967479674796748,0.7967479674796748
DTXSID1037567,171118-09-5,Metolachlor ESA,0,0,Metolachlor ESA,171118-09-5,DTXSID0032520,Azoxystrobin,131860-33-8,0.8041958041958044,0.0027461353047330307,0.788617886178862,0.788617886178862
DTXSID2044345,500008-45-7,Chlorantraniliprole,0,0,Chlorantraniliprole,500008-45-7,DTXSID0020446,Diuron,330-54-1,0.8041958041958044,0.0027461353047330307,0.788617886178862,0.788617886178862
DTXSID5047037,335104-84-2,Tembotrione,1,0.14285714285714285,Tembotrione,335104-84-2,DTXSID0032520,Azoxystrobin,131860-33-8,0.6783216783216784,0.01882512605252116,0.6422764227642277,0.7851335656213705
DTXSID1033161,1646-87-3,Aldicarb sulfoxide,0,0,Aldicarb sulfoxide,1646-87-3,DTXSID9020112,Atrazine,1912-24-9,0.7972027972027973,0.003161252109393291,0.7804878048780489,0.7804878048780489
DTXSID8037540,33213-65-9,Endosulfan II,1,0.14285714285714285,Endosulfan II,33213-65-9,DTXSID4027608,Terbutylazine,5915-41-3,0.6713286713286714,0.020441878422450543,0.6341463414634145,0.7770034843205573
DTXSID9037539,959-98-8,Endosulfan I,1,0.14285714285714285,Endosulfan I,959-98-8,DTXSID4027608,Terbutylazine,5915-41-3,0.6713286713286714,0.020441878422450543,0.6341463414634145,0.7770034843205573
DTXSID6037568,152019-73-3,Metolachlor OA,0,0,Metolachlor OA,152019-73-3,DTXSID0032520,Azoxystrobin,131860-33-8,0.7902097902097903,0.003616814382392932,0.7723577235772358,0.7723577235772358
DTXSID3023974,98-57-7,4-Chlorophenyl methyl sulfone,0,0,4-Chlorophenyl methyl sulfone,98-57-7,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.7832167832167833,0.0041154500202930395,0.7642276422764229,0.7642276422764229
DTXSID3037626,90-98-2,"4,4'-Dichlorobenzophenone",0,0,"4,4'-Dichlorobenzophenone",90-98-2,DTXSID4027608,Terbutylazine,5915-41-3,0.7762237762237764,0.0046598806161295995,0.7560975609756098,0.7560975609756098
DTXSID7024328,3689-24-5,Sulfotepp,0,0,Sulfotepp,3689-24-5,DTXSID0022018,Disulfoton,298-04-4,0.7762237762237764,0.0046598806161295995,0.7560975609756098,0.7560975609756098
DTXSID2024113,944-22-9,Fonofos,0,0,Fonofos,944-22-9,DTXSID0022018,Disulfoton,298-04-4,0.7692307692307694,0.0052529205777348,0.7479674796747969,0.7479674796747969
DTXSID7021316,116-29-0,Tetradifon,0,0,Tetradifon,116-29-0,DTXSID0020446,Diuron,330-54-1,0.7692307692307694,0.0052529205777348,0.7479674796747969,0.7479674796747969
DTXSID7024247,608-93-5,Pentachlorobenzene,0,0,Pentachlorobenzene,608-93-5,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.7692307692307694,0.0052529205777348,0.7479674796747969,0.7479674796747969
DTXSID1037484,194992-44-4,Acetochlor OA,0,0,Acetochlor OA,194992-44-4,DTXSID0032520,Azoxystrobin,131860-33-8,0.7482517482517483,0.007353207261928149,0.7235772357723578,0.7235772357723578
DTXSID50891445,205939-58-8,Dimethenamide ESA,0,0,Dimethenamide ESA,205939-58-8,DTXSID0032520,Azoxystrobin,131860-33-8,0.7482517482517483,0.007353207261928149,0.7235772357723578,0.7235772357723578
DTXSID6037483,187022-11-3,Acetochlor ESA,0,0,Acetochlor ESA,187022-11-3,DTXSID0032520,Azoxystrobin,131860-33-8,0.7482517482517483,0.007353207261928149,0.7235772357723578,0.7235772357723578
DTXSID6037485,142363-53-9,Alachlor ESA,0,0,Alachlor ESA,142363-53-9,DTXSID0032520,Azoxystrobin,131860-33-8,0.7482517482517483,0.007353207261928149,0.7235772357723578,0.7235772357723578
DTXSID9024194,93-65-2,Mecoprop,0,0,Mecoprop,93-65-2,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.7272727272727274,0.0100009174971863,0.6991869918699187,0.6991869918699187
DTXSID2020684,319-84-6,"alpha-1,2,3,4,5,6-Hexachlorocyclohexane",1,0.14285714285714285,"alpha-1,2,3,4,5,6-Hexachlorocyclohexane",319-84-6,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.6013986013986015,0.04280686898757623,0.5528455284552846,0.6957026713124275
DTXSID7024112,72178-02-0,Fomesafen,0,0,Fomesafen,72178-02-0,DTXSID0024345,Triasulfuron,82097-50-5,0.7062937062937064,0.01328611352164718,0.6747967479674796,0.6747967479674796
DTXSID9052846,NOCAS_52846,Methenamid ESA,0,0,Methenamid ESA,NOCAS_52846,DTXSID0020446,Diuron,330-54-1,0.7062937062937064,0.01328611352164718,0.6747967479674796,0.6747967479674796
DTXSID4024729,10605-21-7,Carbendazim,0,0,Carbendazim,10605-21-7,DTXSID0024345,Triasulfuron,82097-50-5,0.6993006993006995,0.014539311870507278,0.6666666666666667,0.6666666666666667
DTXSID7032474,1982-49-6,Siduron,1,0.14285714285714285,Siduron,1982-49-6,DTXSID0024345,Triasulfuron,82097-50-5,0.5664335664335665,0.059034148215904074,0.5121951219512195,0.6550522648083623
DTXSID2037552,201668-31-7,Flufenacet OA,0,0,Flufenacet OA,201668-31-7,DTXSID0024345,Triasulfuron,82097-50-5,0.6853146853146853,0.017305023487059572,0.6504065040650405,0.6504065040650405
DTXSID50894951,143701-75-1,RPA 202248,0,0,RPA 202248,143701-75-1,DTXSID5035957,Cyfluthrin,68359-37-5,0.6853146853146853,0.017305023487059572,0.6504065040650405,0.6504065040650405
DTXSID8032675,35400-43-2,Sulprofos,0,0,Sulprofos,35400-43-2,DTXSID0022018,Disulfoton,298-04-4,0.6853146853146853,0.017305023487059572,0.6504065040650405,0.6504065040650405
DTXSID5040704,130-15-4,"1,4-Naphthoquinone",0,0,"1,4-Naphthoquinone",130-15-4,DTXSID4021268,Simazine,122-34-9,0.6783216783216784,0.01882512605252116,0.6422764227642277,0.6422764227642277
DTXSID20868301,77521-29-0,(+/-)-alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid,0,0,(+/-)-alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid,77521-29-0,DTXSID0024345,Triasulfuron,82097-50-5,0.6643356643356645,0.022159207150302333,0.6260162601626017,0.6260162601626017
DTXSID9052840,52236-30-3,Metribuzin-DADK,0,0,Metribuzin-DADK,52236-30-3,DTXSID0024345,Triasulfuron,82097-50-5,0.6643356643356645,0.022159207150302333,0.6260162601626017,0.6260162601626017
DTXSID3051834,1942-71-8,2-(4-tert-Butylphenoxy)cyclohexanol,1,0.14285714285714285,2-(4-tert-Butylphenoxy)cyclohexanol,1942-71-8,DTXSID0022018,Disulfoton,298-04-4,0.5384615384615385,0.0749022866724823,0.47967479674796754,0.6225319396051103
DTXSID1038666,5598-15-2,Chlorpyrifos oxon,0,0,Chlorpyrifos oxon,5598-15-2,DTXSID5035957,Cyfluthrin,68359-37-5,0.6503496503496504,0.025911516845969543,0.6097560975609757,0.6097560975609757
DTXSID4024193,94-81-5,MCPB,0,0,MCPB,94-81-5,DTXSID3021196,Propazine,139-40-2,0.6503496503496504,0.025911516845969543,0.6097560975609757,0.6097560975609757
DTXSID6041349,1928-38-7,"2,4-D-methyl",0,0,"2,4-D-methyl",1928-38-7,DTXSID4027608,Terbutylazine,5915-41-3,0.6503496503496504,0.025911516845969543,0.6097560975609757,0.6097560975609757
DTXSID1038743,136-85-6,5-Methyl-1H-benzotriazole,0,0,5-Methyl-1H-benzotriazole,136-85-6,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.6433566433566434,0.02795455282181709,0.6016260162601625,0.6016260162601625
DTXSID3037547,31972-44-8,Fenamiphos sulfone,0,0,Fenamiphos sulfone,31972-44-8,DTXSID5035957,Cyfluthrin,68359-37-5,0.6363636363636365,0.03011426472965619,0.5934959349593497,0.5934959349593497
DTXSID8032417,25311-71-1,Isofenphos,0,0,Isofenphos,25311-71-1,DTXSID5035957,Cyfluthrin,68359-37-5,0.6363636363636365,0.03011426472965619,0.5934959349593497,0.5934959349593497
DTXSID4037584,527-20-8,Pentachloroaniline,2,0.2857142857142857,Pentachloroaniline,527-20-8,DTXSID5020576,17alpha-Ethinylestradiol,57-63-6,0.3846153846153847,0.21838742691298801,0.3008130081300813,0.5865272938443671
DTXSID101017788,112721-87-6,cis-propiconazole,0,0,cis-propiconazole,112721-87-6,DTXSID5035957,Cyfluthrin,68359-37-5,0.6223776223776225,0.03480012285534383,0.5772357723577237,0.5772357723577237
DTXSID101017914,120523-07-1,trans-propiconazole,0,0,trans-propiconazole,120523-07-1,DTXSID5035957,Cyfluthrin,68359-37-5,0.6223776223776225,0.03480012285534383,0.5772357723577237,0.5772357723577237
DTXSID4037580,1113-02-6,Omethoate,0,0,Omethoate,1113-02-6,DTXSID5020449,Dichlorvos,62-73-7,0.5944055944055945,0.04575310008649374,0.5447154471544716,0.5447154471544716
DTXSID9020372,53-19-0,"1-(2-Chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane",0,0,"1-(2-Chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane",53-19-0,DTXSID5035957,Cyfluthrin,68359-37-5,0.5944055944055945,0.04575310008649374,0.5447154471544716,0.5447154471544716
DTXSID4058499,961-22-8,Azinphos-methyl oxon,0,0,Azinphos-methyl oxon,961-22-8,DTXSID0032520,Azoxystrobin,131860-33-8,0.5734265734265734,0.05548132408162134,0.5203252032520325,0.5203252032520325
DTXSID0052704,3369-52-6,Endosulfan ether,1,0.14285714285714285,Endosulfan ether,3369-52-6,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.4475524475524476,0.1472053777671552,0.3739837398373984,0.5168408826945412
DTXSID5037602,1035330-36-9,Tebupirimfos OA,0,0,Tebupirimfos OA,1035330-36-9,DTXSID5035957,Cyfluthrin,68359-37-5,0.5524475524475525,0.06662900144879341,0.49593495934959353,0.49593495934959353
DTXSID9058076,3761-41-9,Mesulfenfos,0,0,Mesulfenfos,3761-41-9,DTXSID0032520,Azoxystrobin,131860-33-8,0.5454545454545455,0.07067890506141748,0.48780487804878053,0.48780487804878053
DTXSID8037548,31972-43-7,Fenamiphos sulfoxide,0,0,Fenamiphos sulfoxide,31972-43-7,DTXSID0032520,Azoxystrobin,131860-33-8,0.5384615384615385,0.0749022866724823,0.47967479674796754,0.47967479674796754
DTXSID5037523,962-58-3,Diazoxon,0,0,Diazoxon,962-58-3,DTXSID0032520,Azoxystrobin,131860-33-8,0.5244755244755246,0.08388458723291484,0.46341463414634154,0.46341463414634154
DTXSID4026214,101-20-2,Triclocarban,0,0,Triclocarban,101-20-2,DTXSID0020446,Diuron,330-54-1,0.5174825174825176,0.08865087857553383,0.45528455284552855,0.45528455284552855
DTXSID6021793,90-15-3,1-Naphthol,0,0,1-Naphthol,90-15-3,DTXSID0022018,Disulfoton,298-04-4,0.5104895104895106,0.09360538002826373,0.44715447154471555,0.44715447154471555
DTXSID4037538,17356-42-2,Ethion monooxon,0,0,Ethion monooxon,17356-42-2,DTXSID0022018,Disulfoton,298-04-4,0.5034965034965035,0.0987515700723274,0.43902439024390244,0.43902439024390244
DTXSID6042286,3735-33-9,Phosmetoxon,0,0,Phosmetoxon,3735-33-9,DTXSID0032520,Azoxystrobin,131860-33-8,0.5034965034965035,0.0987515700723274,0.43902439024390244,0.43902439024390244
DTXSID5024211,15299-99-7,Napropamide,0,0,Napropamide,15299-99-7,DTXSID0022018,Disulfoton,298-04-4,0.48951048951048953,0.10963245214599496,0.4227642276422764,0.4227642276422764
DTXSID9032113,107534-96-3,Tebuconazole,0,0,Tebuconazole,107534-96-3,DTXSID0020446,Diuron,330-54-1,0.48951048951048953,0.10963245214599496,0.4227642276422764,0.4227642276422764
DTXSID4037536,2497-07-6,Oxydisulfoton,0,0,Oxydisulfoton,2497-07-6,DTXSID0022018,Disulfoton,298-04-4,0.48251748251748255,0.11537360509486391,0.4146341463414634,0.4146341463414634
DTXSID1042443,56070-16-7,Terbufos sulfone,0,0,Terbufos sulfone,56070-16-7,DTXSID0022018,Disulfoton,298-04-4,0.4685314685314686,0.12747265257630852,0.3983739837398374,0.3983739837398374
DTXSID6024337,28249-77-6,Thiobencarb,0,0,Thiobencarb,28249-77-6,DTXSID5035957,Cyfluthrin,68359-37-5,0.4125874125874126,0.1844806846022618,0.3333333333333333,0.3333333333333333
DTXSID4038346,5103-74-2,trans-Chlordane,1,0.14285714285714285,trans-Chlordane,5103-74-2,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.2867132867132867,0.36640845611198763,0.18699186991869918,0.329849012775842
DTXSID6038326,5103-71-9,cis-Chlordane,1,0.14285714285714285,cis-Chlordane,5103-71-9,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.2867132867132867,0.36640845611198763,0.18699186991869918,0.329849012775842
DTXSID9044166,27304-13-8,Oxychlordane,2,0.2857142857142857,Oxychlordane,27304-13-8,DTXSID3020413,"1,2-Dibromo-3-chloropropane",96-12-8,0.1258741258741259,0.6997122207317211,0,0.2857142857142857
DTXSID8041901,2497-06-5,Disulfoton sulfone,0,0,Disulfoton sulfone,2497-06-5,DTXSID0022018,Disulfoton,298-04-4,0.34965034965034975,0.26600430932519,0.26016260162601634,0.26016260162601634
