DTXSID,ss_cas,ss_chemname,total_enrich_feat,SS_score,uc_chemname,uc_cas,bc_DTXSID,bc_chemname,bc_cas,sr_cor,sr_pval,PS_score,prioritization_score
DTXSID80910613,108066-47-3,"Sodium 3-{[(4-{[4-(4-ethoxyanilino)phenyl](4-{ethyl[(3-sulfonatophenyl)methyl]amino}phenyl)methylidene}cyclohexa-2,5-dien-1-ylidene)(ethyl)azaniumyl]methyl}benzene-1-sulfonate",5,0.7142857142857143,"Sodium 3-{[(4-{[4-(4-ethoxyanilino)phenyl](4-{ethyl[(3-sulfonatophenyl)methyl]amino}phenyl)methylidene}cyclohexa-2,5-dien-1-ylidene)(ethyl)azaniumyl]methyl}benzene-1-sulfonate",108066-47-3,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.7692307692307694,0.0052529205777348,0.7421875000000002,1.4564732142857144
DTXSID2051974,29887-08-9,C.I.Solvent Blue 58,4,0.5714285714285714,C.I.Solvent Blue 58,29887-08-9,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.8951048951048952,5.9415408755710865e-6,0.8828125000000001,1.4542410714285716
DTXSID1041635,4129-84-4,C.I. Acid Violet 17,4,0.5714285714285714,C.I. Acid Violet 17,4129-84-4,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.8881118881118882,9.165861732816959e-5,0.8750000000000001,1.4464285714285716
DTXSID4041737,72139-15-2,C.I. Reactive Red 56,6,0.8571428571428571,C.I. Reactive Red 56,72139-15-2,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.6223776223776225,0.03480012285534383,0.5781250000000001,1.4352678571428572
DTXSID6036467,27344-41-8,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",3,0.42857142857142855,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",27344-41-8,DTXSID7021441,Benzyl Violet 4B,1694-09-3,1,0,1,1.4285714285714286
DTXSID5044605,17354-14-2,"1,4-Bis(butylamino)anthracene-9,10-dione",4,0.5714285714285714,"1,4-Bis(butylamino)anthracene-9,10-dione",17354-14-2,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.8601398601398602,5.970842605104725e-4,0.8437500000000001,1.4151785714285716
DTXSID3044673,4368-56-3,C.I. Acid Blue 62,6,0.8571428571428571,C.I. Acid Blue 62,4368-56-3,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.5874125874125875,0.04884485830929574,0.5390625000000001,1.3962053571428572
DTXSID2041250,14233-37-5,"1,4-Bis(N-isopropylamino)anthraquinone",4,0.5714285714285714,"1,4-Bis(N-isopropylamino)anthraquinone",14233-37-5,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.8251748251748252,0.0017185956729469844,0.8046875,1.3761160714285714
DTXSID6041559,6994-46-3,"1,4-Bis(ethylamino)anthraquinone",4,0.5714285714285714,"1,4-Bis(ethylamino)anthraquinone",6994-46-3,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.8181818181818183,0.002027198525813809,0.7968750000000002,1.3683035714285716
DTXSID5042328,7443-25-6,Dimethyl (p-methoxybenzylidene)malonate,3,0.42857142857142855,Dimethyl (p-methoxybenzylidene)malonate,7443-25-6,DTXSID0021961,Benzophenone,119-61-9,0.9440559440559443,0,0.9375000000000002,1.3660714285714288
DTXSID4051744,1533-45-5,"4,4'-Bis(2-benzoxazolyl)stilbene",3,0.42857142857142855,"4,4'-Bis(2-benzoxazolyl)stilbene",1533-45-5,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.9370629370629372,0,0.9296875000000001,1.3582589285714286
DTXSID3041740,27354-18-3,C.I. Solvent Red 169,4,0.5714285714285714,C.I. Solvent Red 169,27354-18-3,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.8041958041958044,0.0027461353047330307,0.7812500000000002,1.3526785714285716
DTXSID0041723,12217-48-0,C.I. Basic Red 14 chloride,5,0.7142857142857143,C.I. Basic Red 14 chloride,12217-48-0,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.6713286713286714,0.020441878422450543,0.6328125,1.3470982142857144
DTXSID7041706,6104-58-1,C.I. Acid Blue 90,5,0.7142857142857143,C.I. Acid Blue 90,6104-58-1,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.6713286713286714,0.020441878422450543,0.6328125,1.3470982142857144
DTXSID0035748,51229-78-8,Chloroallyl methenamine chloride,3,0.42857142857142855,Chloroallyl methenamine chloride,51229-78-8,DTXSID7024902,Dazomet,533-74-4,0.9020979020979022,0,0.8906250000000001,1.3191964285714286
DTXSID5024760,4080-31-3,N-(3-Chloroallyl)hexaminium chloride,3,0.42857142857142855,N-(3-Chloroallyl)hexaminium chloride,4080-31-3,DTXSID7024902,Dazomet,533-74-4,0.9020979020979022,0,0.8906250000000001,1.3191964285714286
DTXSID0052091,4197-25-5,Solvent Black 3,4,0.5714285714285714,Solvent Black 3,4197-25-5,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.7692307692307694,0.0052529205777348,0.7421875000000002,1.3136160714285716
DTXSID9041738,4395-65-7,Disperse Blue 19,3,0.42857142857142855,Disperse Blue 19,4395-65-7,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.8811188811188813,1.9215308603749747e-4,0.8671875000000001,1.2957589285714286
DTXSID6052320,6359-45-1,C.I.Basic Violet 16,5,0.7142857142857143,C.I.Basic Violet 16,6359-45-1,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.6223776223776225,0.03480012285534383,0.5781250000000001,1.2924107142857144
DTXSID1034925,590-00-1,"Potassium 2,4-hexadienoate",2,0.2857142857142857,"Potassium 2,4-hexadienoate",590-00-1,DTXSID7024902,Dazomet,533-74-4,0.9860139860139862,0,0.9843750000000001,1.2700892857142858
DTXSID7027835,24634-61-5,"Potassium (E,E)-hexa-2,4-dienoate",2,0.2857142857142857,"Potassium (E,E)-hexa-2,4-dienoate",24634-61-5,DTXSID7024902,Dazomet,533-74-4,0.9860139860139862,0,0.9843750000000001,1.2700892857142858
DTXSID1025302,5466-77-3,Octinoxate,3,0.42857142857142855,Octinoxate,5466-77-3,DTXSID0021961,Benzophenone,119-61-9,0.8531468531468533,7.719020039505852e-4,0.8359375000000002,1.2645089285714288
DTXSID8064351,6424-75-5,"Sodium 6-((4-amino-3-bromo-9,10-dihydro-9,10-dioxo-1-anthryl)amino)toluene-3-sulphonate",3,0.42857142857142855,"Sodium 6-((4-amino-3-bromo-9,10-dihydro-9,10-dioxo-1-anthryl)amino)toluene-3-sulphonate",6424-75-5,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.8391608391608392,0.0011918743865398027,0.8203125,1.2488839285714286
DTXSID1021324,811-97-2,"1,1,1,2-Tetrafluoroethane",2,0.2857142857142857,"1,1,1,2-Tetrafluoroethane",811-97-2,DTXSID6020359,Cyclohexanone,108-94-1,0.9650349650349651,0,0.9609375000000001,1.2466517857142858
DTXSID1026293,81-48-1,D&C Violet 2,2,0.2857142857142857,D&C Violet 2,81-48-1,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.9650349650349651,0,0.9609375000000001,1.2466517857142858
DTXSID4064341,6416-68-8,C.I. Fluorescent Brightener 46,3,0.42857142857142855,C.I. Fluorescent Brightener 46,6416-68-8,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.8321678321678323,0.0014408725736803438,0.8125000000000001,1.2410714285714286
DTXSID4020901,79-11-8,Chloroacetic acid,2,0.2857142857142857,Chloroacetic acid,79-11-8,DTXSID2020977,Nitromethane,75-52-5,0.9510489510489512,0,0.9453125000000001,1.2310267857142858
DTXSID1041716,6408-63-5,"C.I. Acid Violet 34, disodium salt",2,0.2857142857142857,"C.I. Acid Violet 34, disodium salt",6408-63-5,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.9230769230769232,0,0.9140625000000002,1.199776785714286
DTXSID8044418,3244-88-0,C.I. Acid Violet 19,4,0.5714285714285714,C.I. Acid Violet 19,3244-88-0,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.6643356643356645,0.022159207150302333,0.6250000000000002,1.1964285714285716
DTXSID1041392,63589-10-6,"Sodium 1-amino-4-p-anisidino-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",3,0.42857142857142855,"Sodium 1-amino-4-p-anisidino-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",63589-10-6,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.7902097902097903,0.003616814382392932,0.7656250000000001,1.1941964285714286
DTXSID2052655,980-26-7,C.I. Pigment Red 122,2,0.2857142857142857,C.I. Pigment Red 122,980-26-7,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.9160839160839161,0,0.9062500000000001,1.1919642857142858
DTXSID3021277,110-44-1,"2E,4E-Hexadienoic acid",2,0.2857142857142857,"2E,4E-Hexadienoic acid",110-44-1,DTXSID7024902,Dazomet,533-74-4,0.9160839160839161,0,0.9062500000000001,1.1919642857142858
DTXSID1020934,8005-03-6,Nigrosine,2,0.2857142857142857,Nigrosine,8005-03-6,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.9090909090909093,0,0.8984375000000002,1.184151785714286
DTXSID2024903,4403-90-1,D&C Green 5,2,0.2857142857142857,D&C Green 5,4403-90-1,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.9090909090909093,0,0.8984375000000002,1.184151785714286
DTXSID7041675,76-49-3,Bornyl acetate,2,0.2857142857142857,Bornyl acetate,76-49-3,DTXSID0020315,Chloropicrin,76-06-2,0.9090909090909093,0,0.8984375000000002,1.184151785714286
DTXSID7042061,125-12-2,Isobornyl acetate,2,0.2857142857142857,Isobornyl acetate,125-12-2,DTXSID0020315,Chloropicrin,76-06-2,0.9090909090909093,0,0.8984375000000002,1.184151785714286
DTXSID5041728,2870-32-8,C.I. Direct Yellow 12,3,0.42857142857142855,C.I. Direct Yellow 12,2870-32-8,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.7762237762237764,0.0046598806161295995,0.7500000000000001,1.1785714285714286
DTXSID2042062,2756-56-1,Isobornyl propanoate,2,0.2857142857142857,Isobornyl propanoate,2756-56-1,DTXSID0020315,Chloropicrin,76-06-2,0.8951048951048952,5.9415408755710865e-6,0.8828125000000001,1.1685267857142858
DTXSID5026201,7673-09-8,Trichloromelamine,2,0.2857142857142857,Trichloromelamine,7673-09-8,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.8951048951048952,5.9415408755710865e-6,0.8828125000000001,1.1685267857142858
DTXSID2044713,67786-14-5,Acid Red 337,2,0.2857142857142857,Acid Red 337,67786-14-5,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.8881118881118882,9.165861732816959e-5,0.8750000000000001,1.1607142857142858
DTXSID2026280,81-77-6,Vat Blue 4,2,0.2857142857142857,Vat Blue 4,81-77-6,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.8811188811188813,1.9215308603749747e-4,0.8671875000000001,1.1529017857142858
DTXSID70891043,72208-21-0,"3H-Indolium, 2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, phosphate (1:1)",5,0.7142857142857143,"3H-Indolium, 2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, phosphate (1:1)",72208-21-0,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.49650349650349657,0.10409283287352607,0.43750000000000006,1.1517857142857144
DTXSID90886734,65122-06-7,"3H-Indolium, 2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, acetate (1:1)",5,0.7142857142857143,"3H-Indolium, 2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, acetate (1:1)",65122-06-7,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.49650349650349657,0.10409283287352607,0.43750000000000006,1.1517857142857144
DTXSID7032630,1214-39-7,N-Benzyladenine,4,0.5714285714285714,N-Benzyladenine,1214-39-7,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.6153846153846154,0.037334511366369796,0.5703125,1.1417410714285714
DTXSID9044376,128-80-3,D & C Green No. 6,2,0.2857142857142857,D & C Green No. 6,128-80-3,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.8671328671328673,4.4330220947201744e-4,0.8515625000000002,1.137276785714286
DTXSID1029170,141-79-7,4-Methylpent-3-en-2-one,1,0.14285714285714285,4-Methylpent-3-en-2-one,141-79-7,DTXSID6020359,Cyclohexanone,108-94-1,0.9930069930069931,0,0.9921875000000001,1.135044642857143
DTXSID6021909,109-89-7,Diethylamine,1,0.14285714285714285,Diethylamine,109-89-7,DTXSID2020977,Nitromethane,75-52-5,0.9860139860139862,0,0.9843750000000001,1.127232142857143
DTXSID5041300,52821-24-6,"2-(3-Hydroxypropyl)-6-((3-hydroxypropyl)amino)-1H-benz(de)isoquinoline-1,3(2H)-dione",4,0.5714285714285714,"2-(3-Hydroxypropyl)-6-((3-hydroxypropyl)amino)-1H-benz(de)isoquinoline-1,3(2H)-dione",52821-24-6,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.6013986013986015,0.04280686898757623,0.5546875000000001,1.1261160714285716
DTXSID8021804,94-09-7,Benzocaine,2,0.2857142857142857,Benzocaine,94-09-7,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.8531468531468533,7.719020039505852e-4,0.8359375000000002,1.121651785714286
DTXSID4021894,108-93-0,Cyclohexanol,1,0.14285714285714285,Cyclohexanol,108-93-0,DTXSID6020359,Cyclohexanone,108-94-1,0.9790209790209791,0,0.9765625,1.1194196428571428
DTXSID6020569,106-88-7,"1,2-Epoxybutane",1,0.14285714285714285,"1,2-Epoxybutane",106-88-7,DTXSID2020977,Nitromethane,75-52-5,0.9790209790209791,0,0.9765625,1.1194196428571428
DTXSID1021821,96-29-7,2-Butanone oxime,1,0.14285714285714285,2-Butanone oxime,96-29-7,DTXSID2020977,Nitromethane,75-52-5,0.9720279720279722,0,0.9687500000000002,1.111607142857143
DTXSID2041254,68155-60-2,"1,5-Naphthalenedisulfonic acid, 3,3'-[[6-[bis(2-hydroxyethyl)amino]-1,3,5-triazine-2,4-diyl]bis(imino-4,1-phenyleneazo)]bis-, tetrasodium salt",4,0.5714285714285714,"1,5-Naphthalenedisulfonic acid, 3,3'-[[6-[bis(2-hydroxyethyl)amino]-1,3,5-triazine-2,4-diyl]bis(imino-4,1-phenyleneazo)]bis-, tetrasodium salt",68155-60-2,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.5874125874125875,0.04884485830929574,0.5390625000000001,1.1104910714285716
DTXSID4020086,104-46-1,Anethole,3,0.42857142857142855,Anethole,104-46-1,DTXSID0020315,Chloropicrin,76-06-2,0.7062937062937064,0.01328611352164718,0.6718750000000001,1.1004464285714286
DTXSID2025688,110-91-8,Morpholine,1,0.14285714285714285,Morpholine,110-91-8,DTXSID2020977,Nitromethane,75-52-5,0.9580419580419582,0,0.9531250000000002,1.095982142857143
DTXSID1041554,85665-95-8,"7-Benzothiazolesulfonic acid, 2-[4-[[4-[[3-[[5-(aminocarbonyl)-1-ethyl-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridinyl]azo]-4-sulfophenyl]amino]-6-chloro-1,3,5-triazin-2-yl]amino]phenyl]-6-methyl-, disodium salt",4,0.5714285714285714,"7-Benzothiazolesulfonic acid, 2-[4-[[4-[[3-[[5-(aminocarbonyl)-1-ethyl-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridinyl]azo]-4-sulfophenyl]amino]-6-chloro-1,3,5-triazin-2-yl]amino]phenyl]-6-methyl-, disodium salt",85665-95-8,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.5734265734265734,0.05548132408162134,0.5234375,1.0948660714285714
DTXSID8020044,107-18-6,Allyl alcohol,2,0.2857142857142857,Allyl alcohol,107-18-6,DTXSID2020977,Nitromethane,75-52-5,0.8251748251748252,0.0017185956729469844,0.8046875,1.0904017857142856
DTXSID1024835,104-55-2,3-Phenylprop-2-enal,3,0.42857142857142855,3-Phenylprop-2-enal,104-55-2,DTXSID6020359,Cyclohexanone,108-94-1,0.6923076923076924,0.01587769332201156,0.6562500000000001,1.0848214285714286
DTXSID4040343,5437-45-6,Benzyl bromoacetate,2,0.2857142857142857,Benzyl bromoacetate,5437-45-6,DTXSID0021961,Benzophenone,119-61-9,0.8181818181818183,0.002027198525813809,0.7968750000000002,1.082589285714286
DTXSID3051593,116-75-6,C.I. Solvent Blue 104,2,0.2857142857142857,C.I. Solvent Blue 104,116-75-6,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.8111888111888113,0.002368930397823616,0.7890625000000001,1.0747767857142858
DTXSID5052464,72102-55-7,[4-(Dimethylamino)phenyl]bis[4-(ethylamino)-3-methylphenyl]methylium acetate,4,0.5714285714285714,[4-(Dimethylamino)phenyl]bis[4-(ethylamino)-3-methylphenyl]methylium acetate,72102-55-7,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.5524475524475525,0.06662900144879341,0.5000000000000001,1.0714285714285716
DTXSID9026633,98-94-2,"N,N-Dimethylcyclohexylamine",1,0.14285714285714285,"N,N-Dimethylcyclohexylamine",98-94-2,DTXSID0020315,Chloropicrin,76-06-2,0.9300699300699302,0,0.9218750000000001,1.064732142857143
DTXSID3027160,504-60-9,"1,3-Pentadiene",3,0.42857142857142855,"1,3-Pentadiene",504-60-9,DTXSID0020315,Chloropicrin,76-06-2,0.6713286713286714,0.020441878422450543,0.6328125,1.0613839285714286
DTXSID0032314,51200-87-4,"4,4-Dimethyl oxazolidine",1,0.14285714285714285,"4,4-Dimethyl oxazolidine",51200-87-4,DTXSID2020977,Nitromethane,75-52-5,0.9230769230769232,0,0.9140625000000002,1.056919642857143
DTXSID0041646,6359-90-6,"C.I. Acid Yellow 34, monosodium salt",1,0.14285714285714285,"C.I. Acid Yellow 34, monosodium salt",6359-90-6,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.9230769230769232,0,0.9140625000000002,1.056919642857143
DTXSID0044575,71526-07-3,MON-4660,1,0.14285714285714285,MON-4660,71526-07-3,DTXSID0021961,Benzophenone,119-61-9,0.9230769230769232,0,0.9140625000000002,1.056919642857143
DTXSID8041745,2481-94-9,C.I. Solvent Yellow 56,1,0.14285714285714285,C.I. Solvent Yellow 56,2481-94-9,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.9230769230769232,0,0.9140625000000002,1.056919642857143
DTXSID2041705,4474-24-2,C.I. Acid Blue 80,2,0.2857142857142857,C.I. Acid Blue 80,4474-24-2,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.7902097902097903,0.003616814382392932,0.7656250000000001,1.0513392857142858
DTXSID2025264,104-28-9,Cinoxate,3,0.42857142857142855,Cinoxate,104-28-9,DTXSID0021961,Benzophenone,119-61-9,0.6573426573426574,0.02398108317146215,0.6171875000000001,1.0457589285714286
DTXSID3022401,57-88-5,Cholesterol,3,0.42857142857142855,Cholesterol,57-88-5,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.6573426573426574,0.02398108317146215,0.6171875000000001,1.0457589285714286
DTXSID2025050,111-40-0,Diethylenetriamine,1,0.14285714285714285,Diethylenetriamine,111-40-0,DTXSID2020977,Nitromethane,75-52-5,0.9090909090909093,0,0.8984375000000002,1.041294642857143
DTXSID3036105,88-41-5,2-tert-Butylcyclohexyl acetate,1,0.14285714285714285,2-tert-Butylcyclohexyl acetate,88-41-5,DTXSID0020315,Chloropicrin,76-06-2,0.9020979020979022,0,0.8906250000000001,1.033482142857143
DTXSID3047396,470-67-7,"1,4-Cineole",1,0.14285714285714285,"1,4-Cineole",470-67-7,DTXSID0020315,Chloropicrin,76-06-2,0.9020979020979022,0,0.8906250000000001,1.033482142857143
DTXSID4041818,14765-30-1,2-sec-Butylcyclohexan-1-one,1,0.14285714285714285,2-sec-Butylcyclohexan-1-one,14765-30-1,DTXSID0020315,Chloropicrin,76-06-2,0.9020979020979022,0,0.8906250000000001,1.033482142857143
DTXSID9025299,6197-30-4,"2-Ethylhexyl-2-cyano-3,3-diphenylacrylate",3,0.42857142857142855,"2-Ethylhexyl-2-cyano-3,3-diphenylacrylate",6197-30-4,DTXSID0021961,Benzophenone,119-61-9,0.6433566433566434,0.02795455282181709,0.6015625000000001,1.0301339285714286
DTXSID3021431,108-05-4,Vinyl acetate,2,0.2857142857142857,Vinyl acetate,108-05-4,DTXSID2020977,Nitromethane,75-52-5,0.7692307692307694,0.0052529205777348,0.7421875000000002,1.027901785714286
DTXSID3041409,587-65-5,2-Chloro-N-phenylacetamide,2,0.2857142857142857,2-Chloro-N-phenylacetamide,587-65-5,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.7692307692307694,0.0052529205777348,0.7421875000000002,1.027901785714286
DTXSID2041252,128-95-0,"1,4-Diaminoanthraquinone",2,0.2857142857142857,"1,4-Diaminoanthraquinone",128-95-0,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.7622377622377623,0.005897475990334394,0.7343750000000001,1.0200892857142858
DTXSID5027354,1047-16-1,Quinacridone,2,0.2857142857142857,Quinacridone,1047-16-1,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.7622377622377623,0.005897475990334394,0.7343750000000001,1.0200892857142858
DTXSID8042424,59-40-5,Sulfaquinoxaline,2,0.2857142857142857,Sulfaquinoxaline,59-40-5,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.7622377622377623,0.005897475990334394,0.7343750000000001,1.0200892857142858
DTXSID6042446,58985-18-5,Dihydroterpineol acetate,1,0.14285714285714285,Dihydroterpineol acetate,58985-18-5,DTXSID0020315,Chloropicrin,76-06-2,0.8881118881118882,9.165861732816959e-5,0.8750000000000001,1.017857142857143
DTXSID0022519,59-30-3,Folic acid,4,0.5714285714285714,Folic acid,59-30-3,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.5034965034965035,0.0987515700723274,0.44531250000000006,1.0167410714285714
DTXSID1042154,493-52-7,Methyl red,1,0.14285714285714285,Methyl red,493-52-7,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.8811188811188813,1.9215308603749747e-4,0.8671875000000001,1.010044642857143
DTXSID3044677,4645-07-2,Solvent Yellow 72,1,0.14285714285714285,Solvent Yellow 72,4645-07-2,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.8811188811188813,1.9215308603749747e-4,0.8671875000000001,1.010044642857143
DTXSID4051902,24360-05-2,Hexamethylene tetramine hydrochloride,1,0.14285714285714285,Hexamethylene tetramine hydrochloride,24360-05-2,DTXSID7024902,Dazomet,533-74-4,0.8811188811188813,1.9215308603749747e-4,0.8671875000000001,1.010044642857143
DTXSID8042189,4107-98-6,"N,N-Diisopropylaniline",1,0.14285714285714285,"N,N-Diisopropylaniline",4107-98-6,DTXSID0020315,Chloropicrin,76-06-2,0.8811188811188813,1.9215308603749747e-4,0.8671875000000001,1.010044642857143
DTXSID7020009,75-05-8,Acetonitrile,0,0,Acetonitrile,75-05-8,DTXSID2020977,Nitromethane,75-52-5,1,0,1,1
DTXSID0041725,2503-73-3,"C.I. Direct Blue 78, tetrasodium salt",2,0.2857142857142857,"C.I. Direct Blue 78, tetrasodium salt",2503-73-3,DTXSID7021441,Benzyl Violet 4B,1694-09-3,0.7412587412587414,0.008170639815899201,0.7109375000000001,0.9966517857142858
DTXSID1044562,3567-66-6,D&C Red No. 33,2,0.2857142857142857,D&C Red No. 33,3567-66-6,DTXSID1020069,2-Amino-5-azotoluene,97-56-3,0.7412587412587414,0.008170639815899201,0.7109375000000001,0.9966517857142858
DTXSID1027635,6846-50-0,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",0,0,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",6846-50-0,DTXSID0021961,Benzophenone,119-61-9,0.9930069930069931,0,0.9921875000000001,0.9921875000000001
DTXSID2024115,64-18-6,Formic acid,0,0,Formic acid,64-18-6,DTXSID2020977,Nitromethane,75-52-5,0.9930069930069931,0,0.9921875000000001,0.9921875000000001
DTXSID5021883,107-19-7,Propargyl alcohol,0,0,Propargyl alcohol,107-19-7,DTXSID2020977,Nitromethane,75-52-5,0.9930069930069931,0,0.9921875000000001,0.9921875000000001
DTXSID5025152,106-65-0,Dimethyl succinate,0,0,Dimethyl succinate,106-65-0,DTXSID6020359,Cyclohexanone,108-94-1,0.9930069930069931,0,0.9921875000000001,0.9921875000000001
DTXSID5025364,107-22-2,Glyoxal,0,0,Glyoxal,107-22-2,DTXSID2020977,Nitromethane,75-52-5,0.9930069930069931,0,0.9921875000000001,0.9921875000000001
