DTXSID,ss_cas,ss_chemname,total_enrich_feat,SS_score,uc_chemname,uc_cas,bc_DTXSID,bc_chemname,bc_cas,sr_cor,sr_pval,PS_score,prioritization_score
DTXSID3041615,4658-28-0,Aziprotryne,6,0.8571428571428571,Aziprotryne,4658-28-0,DTXSID8024238,Oryzalin,19044-88-3,0.9370629370629372,0,0.9166666666666669,1.773809523809524
DTXSID0058223,950782-86-2,Indaziflam,7,1,Indaziflam,950782-86-2,DTXSID4021218,Quercetin,117-39-5,0.7972027972027973,0.003161252109393291,0.7314814814814816,1.7314814814814816
DTXSID6041842,1014-69-3,Desmetryn,6,0.8571428571428571,Desmetryn,1014-69-3,DTXSID1023869,Ametryn,834-12-8,0.8951048951048952,5.9415408755710865e-6,0.8611111111111113,1.7182539682539684
DTXSID5022518,2132-70-9,"p,p'-Methoxychlor olefin",6,0.8571428571428571,"p,p'-Methoxychlor olefin",2132-70-9,DTXSID8034875,Pyridalyl,179101-81-6,0.8881118881118882,9.165861732816959e-5,0.851851851851852,1.708994708994709
DTXSID1042445,33693-04-8,Terbumeton,6,0.8571428571428571,Terbumeton,33693-04-8,DTXSID8034586,Etoxazole,153233-91-1,0.8461538461538463,9.695401464449504e-4,0.7962962962962964,1.6534391534391535
DTXSID7037555,102851-06-9,tau-Fluvalinate,4,0.5714285714285714,tau-Fluvalinate,102851-06-9,DTXSID7024110,Fluvalinate,69409-94-5,1,0,1,1.5714285714285714
DTXSID1025512,569-64-2,Malachite green,4,0.5714285714285714,Malachite green,569-64-2,DTXSID6025513,Malachite green oxalate,2437-29-8,0.9930069930069931,0,0.9907407407407409,1.5621693121693123
DTXSID1058056,33399-00-7,Bromfenvinphos,4,0.5714285714285714,Bromfenvinphos,33399-00-7,DTXSID1023869,Ametryn,834-12-8,0.9650349650349651,0,0.9537037037037038,1.5251322751322753
DTXSID7034250,470-90-6,Chlorfenvinphos,4,0.5714285714285714,Chlorfenvinphos,470-90-6,DTXSID1023869,Ametryn,834-12-8,0.9650349650349651,0,0.9537037037037038,1.5251322751322753
DTXSID9058026,2274-67-1,Dimethylvinphos,4,0.5714285714285714,Dimethylvinphos,2274-67-1,DTXSID1023869,Ametryn,834-12-8,0.9650349650349651,0,0.9537037037037038,1.5251322751322753
DTXSID1032648,22248-79-9,Z-Tetrachlorvinphos,4,0.5714285714285714,Z-Tetrachlorvinphos,22248-79-9,DTXSID8034586,Etoxazole,153233-91-1,0.9510489510489512,0,0.9351851851851853,1.5066137566137567
DTXSID1032648,22248-79-9,Z-Tetrachlorvinphos,4,0.5714285714285714,Z-Tetrachlorvinphos,22248-79-9,DTXSID1023869,Ametryn,834-12-8,0.9510489510489512,0,0.9351851851851853,1.5066137566137567
DTXSID3020097,140-57-8,Aramite,4,0.5714285714285714,Aramite,140-57-8,DTXSID1023869,Ametryn,834-12-8,0.9510489510489512,0,0.9351851851851853,1.5066137566137567
DTXSID3032337,33629-47-9,Butralin,4,0.5714285714285714,Butralin,33629-47-9,DTXSID1023869,Ametryn,834-12-8,0.9510489510489512,0,0.9351851851851853,1.5066137566137567
DTXSID6041688,41483-43-6,Bupirimate,4,0.5714285714285714,Bupirimate,41483-43-6,DTXSID1023869,Ametryn,834-12-8,0.9510489510489512,0,0.9351851851851853,1.5066137566137567
DTXSID4048064,7003-89-6,Chlormequat,4,0.5714285714285714,Chlormequat,7003-89-6,DTXSID6020438,"1,2-Dichloroethane",107-06-2,0.9440559440559443,0,0.9259259259259263,1.4973544973544977
DTXSID4020292,107-20-0,Chloroacetaldehyde,4,0.5714285714285714,Chloroacetaldehyde,107-20-0,DTXSID0020448,"1,2-Dichloropropane",78-87-5,0.9370629370629372,0,0.9166666666666669,1.4880952380952381
DTXSID8057930,1072957-71-1,Benzovindiflupyr,4,0.5714285714285714,Benzovindiflupyr,1072957-71-1,DTXSID4020242,Captafol,2425-06-1,0.9090909090909093,0,0.8796296296296299,1.4510582010582014
DTXSID2041591,93-71-0,Allidochlor,4,0.5714285714285714,Allidochlor,93-71-0,DTXSID5025607,Methyleugenol,93-15-2,0.8951048951048952,5.9415408755710865e-6,0.8611111111111113,1.4325396825396828
DTXSID10159614,135990-29-3,Triflusulfuron,3,0.42857142857142855,Triflusulfuron,135990-29-3,DTXSID8024101,Tribenuron-methyl,101200-48-0,0.9930069930069931,0,0.9907407407407409,1.4193121693121695
DTXSID10159614,135990-29-3,Triflusulfuron,3,0.42857142857142855,Triflusulfuron,135990-29-3,DTXSID9034868,Prosulfuron,94125-34-5,0.9930069930069931,0,0.9907407407407409,1.4193121693121695
DTXSID1073494,37894-46-5,"2,5,7,10-Tetraoxa-6-silaundecane, 6-(2-chloroethyl)-6-(2-methoxyethoxy)-",4,0.5714285714285714,"2,5,7,10-Tetraoxa-6-silaundecane, 6-(2-chloroethyl)-6-(2-methoxyethoxy)-",37894-46-5,DTXSID6020438,"1,2-Dichloroethane",107-06-2,0.8811188811188813,1.9215308603749747e-4,0.8425925925925928,1.4140211640211642
DTXSID6020303,999-81-5,Chlormequat chloride,4,0.5714285714285714,Chlormequat chloride,999-81-5,DTXSID6020066,2-Amino-5-nitrothiazole,121-66-4,0.8811188811188813,1.9215308603749747e-4,0.8425925925925928,1.4140211640211642
DTXSID5020653,548-62-9,Gentian Violet,4,0.5714285714285714,Gentian Violet,548-62-9,DTXSID6025513,Malachite green oxalate,2437-29-8,0.8741258741258742,3.088607930535857e-4,0.8333333333333334,1.4047619047619047
DTXSID1036753,142891-20-1,Cinidon-ethyl,4,0.5714285714285714,Cinidon-ethyl,142891-20-1,DTXSID101017940,Fenvalerate,51630-58-1,0.8671328671328673,4.4330220947201744e-4,0.8240740740740743,1.3955026455026456
DTXSID3021805,94-62-2,Piperine,4,0.5714285714285714,Piperine,94-62-2,DTXSID4020242,Captafol,2425-06-1,0.8671328671328673,4.4330220947201744e-4,0.8240740740740743,1.3955026455026456
DTXSID9047542,117428-22-5,Picoxystrobin,3,0.42857142857142855,Picoxystrobin,117428-22-5,DTXSID1023869,Ametryn,834-12-8,0.9720279720279722,0,0.9629629629629631,1.3915343915343916
DTXSID9032614,33245-39-5,Fluchloralin,5,0.7142857142857143,Fluchloralin,33245-39-5,DTXSID1023869,Ametryn,834-12-8,0.7552447552447553,0.006596543220806151,0.675925925925926,1.3902116402116405
DTXSID6041927,23947-60-6,Ethirimol,4,0.5714285714285714,Ethirimol,23947-60-6,DTXSID2020892,Metronidazole,443-48-1,0.8531468531468533,7.719020039505852e-4,0.8055555555555558,1.3769841269841272
DTXSID4020664,96-24-2,"3-Chloro-1,2-propanediol",4,0.5714285714285714,"3-Chloro-1,2-propanediol",96-24-2,DTXSID0020448,"1,2-Dichloropropane",78-87-5,0.8461538461538463,9.695401464449504e-4,0.7962962962962964,1.367724867724868
DTXSID10864554,15102-42-8,"2,3-Dibromopropanamide",3,0.42857142857142855,"2,3-Dibromopropanamide",15102-42-8,DTXSID6020066,2-Amino-5-nitrothiazole,121-66-4,0.9370629370629372,0,0.9166666666666669,1.3452380952380953
DTXSID7032505,83657-22-1,Uniconazole,3,0.42857142857142855,Uniconazole,83657-22-1,DTXSID4020242,Captafol,2425-06-1,0.9370629370629372,0,0.9166666666666669,1.3452380952380953
DTXSID40274167,1315501-18-8,zeta-Cypermethrin,4,0.5714285714285714,zeta-Cypermethrin,1315501-18-8,DTXSID8034875,Pyridalyl,179101-81-6,0.8251748251748252,0.0017185956729469844,0.7685185185185186,1.33994708994709
DTXSID6052871,1224510-29-5,beta-Cypermethrin,4,0.5714285714285714,beta-Cypermethrin,1224510-29-5,DTXSID8034875,Pyridalyl,179101-81-6,0.8251748251748252,0.0017185956729469844,0.7685185185185186,1.33994708994709
DTXSID7041201,67375-30-8,alpha-Cypermethrin,4,0.5714285714285714,alpha-Cypermethrin,67375-30-8,DTXSID8034875,Pyridalyl,179101-81-6,0.8251748251748252,0.0017185956729469844,0.7685185185185186,1.33994708994709
DTXSID80274146,65731-84-2,RU 24501,4,0.5714285714285714,RU 24501,65731-84-2,DTXSID8034875,Pyridalyl,179101-81-6,0.8251748251748252,0.0017185956729469844,0.7685185185185186,1.33994708994709
DTXSID8032330,1820573-27-0,beta-Cyfluthrin,4,0.5714285714285714,beta-Cyfluthrin,1820573-27-0,DTXSID8034875,Pyridalyl,179101-81-6,0.8181818181818183,0.002027198525813809,0.7592592592592594,1.3306878306878307
DTXSID8048109,86560-93-2,Cyfluthrin diastereoisomer II,4,0.5714285714285714,Cyfluthrin diastereoisomer II,86560-93-2,DTXSID8034875,Pyridalyl,179101-81-6,0.8181818181818183,0.002027198525813809,0.7592592592592594,1.3306878306878307
DTXSID2034548,83657-18-5,Diniconazole-M,3,0.42857142857142855,Diniconazole-M,83657-18-5,DTXSID4020242,Captafol,2425-06-1,0.9230769230769232,0,0.8981481481481484,1.326719576719577
DTXSID4046812,118712-89-3,Transfluthrin,4,0.5714285714285714,Transfluthrin,118712-89-3,DTXSID1023869,Ametryn,834-12-8,0.8111888111888113,0.002368930397823616,0.7500000000000001,1.3214285714285716
DTXSID10885628,35628-05-8,(S)2-Methyl-6-methylenoct-7-en-4-ol,3,0.42857142857142855,(S)2-Methyl-6-methylenoct-7-en-4-ol,35628-05-8,DTXSID5025607,Methyleugenol,93-15-2,0.9090909090909093,0,0.8796296296296299,1.3082010582010584
DTXSID50885627,35628-00-3,"(4S)-2-Methyl-6-methylene-2,7-octadien-4-ol",3,0.42857142857142855,"(4S)-2-Methyl-6-methylene-2,7-octadien-4-ol",35628-00-3,DTXSID5025607,Methyleugenol,93-15-2,0.9090909090909093,0,0.8796296296296299,1.3082010582010584
DTXSID2057994,162650-77-3,Ethaboxam,4,0.5714285714285714,Ethaboxam,162650-77-3,DTXSID4021218,Quercetin,117-39-5,0.7972027972027973,0.003161252109393291,0.7314814814814816,1.302910052910053
DTXSID2058253,54774-46-8,(-)-cis-Permethrin,4,0.5714285714285714,(-)-cis-Permethrin,54774-46-8,DTXSID8034875,Pyridalyl,179101-81-6,0.7972027972027973,0.003161252109393291,0.7314814814814816,1.302910052910053
DTXSID4037611,61949-77-7,trans-Permethrin,4,0.5714285714285714,trans-Permethrin,61949-77-7,DTXSID8034875,Pyridalyl,179101-81-6,0.7972027972027973,0.003161252109393291,0.7314814814814816,1.302910052910053
DTXSID5052250,5888-33-5,Isobornyl acrylate,4,0.5714285714285714,Isobornyl acrylate,5888-33-5,DTXSID5025607,Methyleugenol,93-15-2,0.7972027972027973,0.003161252109393291,0.7314814814814816,1.302910052910053
DTXSID8058166,69770-45-2,Flumethrin,4,0.5714285714285714,Flumethrin,69770-45-2,DTXSID8034875,Pyridalyl,179101-81-6,0.7902097902097903,0.003616814382392932,0.7222222222222223,1.2936507936507937
DTXSID20147486,106040-48-6,Tribenuron,2,0.2857142857142857,Tribenuron,106040-48-6,DTXSID9034868,Prosulfuron,94125-34-5,1,0,1,1.2857142857142856
DTXSID7058127,560121-52-0,Cyenopyrafen,3,0.42857142857142855,Cyenopyrafen,560121-52-0,DTXSID7024110,Fluvalinate,69409-94-5,0.8881118881118882,9.165861732816959e-5,0.851851851851852,1.2804232804232805
DTXSID1043968,185119-76-0,Iodosulfuron-methyl,2,0.2857142857142857,Iodosulfuron-methyl,185119-76-0,DTXSID9034868,Prosulfuron,94125-34-5,0.9930069930069931,0,0.9907407407407409,1.2764550264550265
DTXSID1043968,185119-76-0,Iodosulfuron-methyl,2,0.2857142857142857,Iodosulfuron-methyl,185119-76-0,DTXSID8024101,Tribenuron-methyl,101200-48-0,0.9930069930069931,0,0.9907407407407409,1.2764550264550265
DTXSID3034662,58594-72-2,Imazalil sulfate,2,0.2857142857142857,Imazalil sulfate,58594-72-2,DTXSID6025513,Malachite green oxalate,2437-29-8,0.9930069930069931,0,0.9907407407407409,1.2764550264550265
DTXSID8034821,2545-60-0,Picloram potassium salt,2,0.2857142857142857,Picloram potassium salt,2545-60-0,DTXSID2020892,Metronidazole,443-48-1,0.9790209790209791,0,0.9722222222222223,1.257936507936508
DTXSID7058175,74070-46-5,Aclonifen,2,0.2857142857142857,Aclonifen,74070-46-5,DTXSID1023869,Ametryn,834-12-8,0.9650349650349651,0,0.9537037037037038,1.2394179894179895
DTXSID0023870,504-24-5,4-Aminopyridine,2,0.2857142857142857,4-Aminopyridine,504-24-5,DTXSID7020398,"2,4-Diaminoanisole sulfate",39156-41-7,0.9580419580419582,0,0.9444444444444448,1.2301587301587305
DTXSID0074683,858956-08-8,Aminocyclopyrachlor,2,0.2857142857142857,Aminocyclopyrachlor,858956-08-8,DTXSID2020892,Metronidazole,443-48-1,0.9580419580419582,0,0.9444444444444448,1.2301587301587305
DTXSID0041987,61213-25-0,Flurochloridone,4,0.5714285714285714,Flurochloridone,61213-25-0,DTXSID1023869,Ametryn,834-12-8,0.7412587412587414,0.008170639815899201,0.6574074074074076,1.228835978835979
DTXSID2052491,7492-55-9,"Calcium di[(2E,4E)-2,4-hexadienoate]",2,0.2857142857142857,"Calcium di[(2E,4E)-2,4-hexadienoate]",7492-55-9,DTXSID7020398,"2,4-Diaminoanisole sulfate",39156-41-7,0.9510489510489512,0,0.9351851851851853,1.2208994708994712
DTXSID5034303,81406-37-3,Fluroxypyr-meptyl,2,0.2857142857142857,Fluroxypyr-meptyl,81406-37-3,DTXSID1023869,Ametryn,834-12-8,0.9510489510489512,0,0.9351851851851853,1.2208994708994712
DTXSID9040265,29091-05-2,Dinitramine,2,0.2857142857142857,Dinitramine,29091-05-2,DTXSID1023869,Ametryn,834-12-8,0.9510489510489512,0,0.9351851851851853,1.2208994708994712
DTXSID9040265,29091-05-2,Dinitramine,2,0.2857142857142857,Dinitramine,29091-05-2,DTXSID8034586,Etoxazole,153233-91-1,0.9510489510489512,0,0.9351851851851853,1.2208994708994712
DTXSID4058027,229977-93-9,Fluacrypyrim,3,0.42857142857142855,Fluacrypyrim,229977-93-9,DTXSID8034586,Etoxazole,153233-91-1,0.8391608391608392,0.0011918743865398027,0.787037037037037,1.2156084656084656
DTXSID0035792,67601-10-9,"(3S,6S)-6-Isopropenyl-3-methyl-9-decen-1-yl acetate",2,0.2857142857142857,"(3S,6S)-6-Isopropenyl-3-methyl-9-decen-1-yl acetate",67601-10-9,DTXSID5025607,Methyleugenol,93-15-2,0.9440559440559443,0,0.9259259259259263,1.211640211640212
DTXSID00802602,64309-03-1,6-Isopropenyl-3-methyl-9-decen-1-yl acetate,2,0.2857142857142857,6-Isopropenyl-3-methyl-9-decen-1-yl acetate,64309-03-1,DTXSID5025607,Methyleugenol,93-15-2,0.9440559440559443,0,0.9259259259259263,1.211640211640212
DTXSID8058112,51218-49-6,Pretilachlor,2,0.2857142857142857,Pretilachlor,51218-49-6,DTXSID1023869,Ametryn,834-12-8,0.9440559440559443,0,0.9259259259259263,1.211640211640212
DTXSID9041570,79-07-2,Chloroacetamide,2,0.2857142857142857,Chloroacetamide,79-07-2,DTXSID6020066,2-Amino-5-nitrothiazole,121-66-4,0.9440559440559443,0,0.9259259259259263,1.211640211640212
DTXSID90860837,67601-06-3,"(3R,6S)-6-Isopropenyl-3-methyl-9-decen-1-yl acetate",2,0.2857142857142857,"(3R,6S)-6-Isopropenyl-3-methyl-9-decen-1-yl acetate",67601-06-3,DTXSID5025607,Methyleugenol,93-15-2,0.9440559440559443,0,0.9259259259259263,1.211640211640212
DTXSID00894941,1390661-72-9,Florpyrauxifen benzyl,2,0.2857142857142857,Florpyrauxifen benzyl,1390661-72-9,DTXSID8034586,Etoxazole,153233-91-1,0.9370629370629372,0,0.9166666666666669,1.2023809523809526
DTXSID1058266,54364-63-5,"(E,E)-7,9-Dodecadienyl acetate",2,0.2857142857142857,"(E,E)-7,9-Dodecadienyl acetate",54364-63-5,DTXSID5025607,Methyleugenol,93-15-2,0.9370629370629372,0,0.9166666666666669,1.2023809523809526
DTXSID301014954,54364-62-4,"(7Z,9E)-Dodeca-7,9-dienyl acetate",2,0.2857142857142857,"(7Z,9E)-Dodeca-7,9-dienyl acetate",54364-62-4,DTXSID5025607,Methyleugenol,93-15-2,0.9370629370629372,0,0.9166666666666669,1.2023809523809526
DTXSID4023597,57-92-1,Streptomycin A,2,0.2857142857142857,Streptomycin A,57-92-1,DTXSID1021247,C.I. Basic Red 9 monohydrochloride,569-61-9,0.9370629370629372,0,0.9166666666666669,1.2023809523809526
DTXSID4047125,50816-18-7,9-Decenyl acetate,2,0.2857142857142857,9-Decenyl acetate,50816-18-7,DTXSID5025607,Methyleugenol,93-15-2,0.9370629370629372,0,0.9166666666666669,1.2023809523809526
DTXSID9026053,3810-74-0,Streptomycin sulfate (2:3),2,0.2857142857142857,Streptomycin sulfate (2:3),3810-74-0,DTXSID1021247,C.I. Basic Red 9 monohydrochloride,569-61-9,0.9370629370629372,0,0.9166666666666669,1.2023809523809526
DTXSID9032539,38727-55-8,Diethatyl-ethyl,2,0.2857142857142857,Diethatyl-ethyl,38727-55-8,DTXSID1023869,Ametryn,834-12-8,0.9370629370629372,0,0.9166666666666669,1.2023809523809526
DTXSID90896853,53880-51-6,"(8E,10E)-Dodecadienyl acetate",2,0.2857142857142857,"(8E,10E)-Dodecadienyl acetate",53880-51-6,DTXSID5025607,Methyleugenol,93-15-2,0.9370629370629372,0,0.9166666666666669,1.2023809523809526
DTXSID0034308,20679-58-7,"1,4-Bis(bromoacetoxy)-2-butene",3,0.42857142857142855,"1,4-Bis(bromoacetoxy)-2-butene",20679-58-7,DTXSID5025607,Methyleugenol,93-15-2,0.8251748251748252,0.0017185956729469844,0.7685185185185186,1.1970899470899472
DTXSID0020076,61-82-5,Amitrole,2,0.2857142857142857,Amitrole,61-82-5,DTXSID6020066,2-Amino-5-nitrothiazole,121-66-4,0.9300699300699302,0,0.9074074074074076,1.1931216931216932
DTXSID20205075,56521-73-4,2-Ethoxyethyl bromoacetate,2,0.2857142857142857,2-Ethoxyethyl bromoacetate,56521-73-4,DTXSID0020448,"1,2-Dichloropropane",78-87-5,0.9300699300699302,0,0.9074074074074076,1.1931216931216932
DTXSID4042121,110235-47-7,Mepanipyrim,2,0.2857142857142857,Mepanipyrim,110235-47-7,DTXSID8024238,Oryzalin,19044-88-3,0.9300699300699302,0,0.9074074074074076,1.1931216931216932
DTXSID2034255,640-19-7,2-Fluoroacetamide,2,0.2857142857142857,2-Fluoroacetamide,640-19-7,DTXSID6020066,2-Amino-5-nitrothiazole,121-66-4,0.9230769230769232,0,0.8981481481481484,1.183862433862434
DTXSID6025567,134-20-3,Methyl 2-aminobenzoate,2,0.2857142857142857,Methyl 2-aminobenzoate,134-20-3,DTXSID0020448,"1,2-Dichloropropane",78-87-5,0.9230769230769232,0,0.8981481481481484,1.183862433862434
DTXSID6047656,13019-22-2,9-Decen-1-ol,2,0.2857142857142857,9-Decen-1-ol,13019-22-2,DTXSID5025607,Methyleugenol,93-15-2,0.9230769230769232,0,0.8981481481481484,1.183862433862434
DTXSID8021191,952-23-8,Proflavin hydrochloride,2,0.2857142857142857,Proflavin hydrochloride,952-23-8,DTXSID1021247,C.I. Basic Red 9 monohydrochloride,569-61-9,0.9230769230769232,0,0.8981481481481484,1.183862433862434
DTXSID80241419,94313-91-4,Trimethyl-3-((1-oxo-10-undecenyl)amino)propylammonium methyl sulphate,2,0.2857142857142857,Trimethyl-3-((1-oxo-10-undecenyl)amino)propylammonium methyl sulphate,94313-91-4,DTXSID6025513,Malachite green oxalate,2437-29-8,0.9230769230769232,0,0.8981481481481484,1.183862433862434
DTXSID80949589,26781-23-7,Prop-2-enal--formaldehyde (1/1),2,0.2857142857142857,Prop-2-enal--formaldehyde (1/1),26781-23-7,DTXSID6020438,"1,2-Dichloroethane",107-06-2,0.9230769230769232,0,0.8981481481481484,1.183862433862434
DTXSID80967622,531-73-7,"Acridine-3,6-diamine--hydrogen chloride (1/2)",2,0.2857142857142857,"Acridine-3,6-diamine--hydrogen chloride (1/2)",531-73-7,DTXSID1021247,C.I. Basic Red 9 monohydrochloride,569-61-9,0.9230769230769232,0,0.8981481481481484,1.183862433862434
DTXSID50241446,943831-98-9,Halauxifen-methyl [ISO],2,0.2857142857142857,Halauxifen-methyl [ISO],943831-98-9,DTXSID8034586,Etoxazole,153233-91-1,0.9160839160839161,0,0.888888888888889,1.1746031746031746
DTXSID40146799,104870-56-6,"Isopulegol, (+)-",2,0.2857142857142857,"Isopulegol, (+)-",104870-56-6,DTXSID5025607,Methyleugenol,93-15-2,0.9090909090909093,0,0.8796296296296299,1.1653439153439156
DTXSID5047116,89-79-2,(-)-Isopulegol,2,0.2857142857142857,(-)-Isopulegol,89-79-2,DTXSID5025607,Methyleugenol,93-15-2,0.9090909090909093,0,0.8796296296296299,1.1653439153439156
DTXSID8024448,2179-59-1,Allyl propyl disulfide,2,0.2857142857142857,Allyl propyl disulfide,2179-59-1,DTXSID5025607,Methyleugenol,93-15-2,0.9090909090909093,0,0.8796296296296299,1.1653439153439156
DTXSID4057928,106700-29-2,Pethoxamid,5,0.7142857142857143,Pethoxamid,106700-29-2,DTXSID101017940,Fenvalerate,51630-58-1,0.5804195804195805,0.05208624175002753,0.4444444444444446,1.1587301587301588
DTXSID1034420,2302-17-2,Asulam-sodium,2,0.2857142857142857,Asulam-sodium,2302-17-2,DTXSID6020066,2-Amino-5-nitrothiazole,121-66-4,0.9020979020979022,0,0.8703703703703705,1.1560846560846563
DTXSID2074742,473798-59-3,Fenpyrazamine,2,0.2857142857142857,Fenpyrazamine,473798-59-3,DTXSID4020242,Captafol,2425-06-1,0.9020979020979022,0,0.8703703703703705,1.1560846560846563
DTXSID5032313,7745-89-3,3-Chloro-4-methylbenzenamine hydrochloride,2,0.2857142857142857,3-Chloro-4-methylbenzenamine hydrochloride,7745-89-3,DTXSID6020066,2-Amino-5-nitrothiazole,121-66-4,0.9020979020979022,0,0.8703703703703705,1.1560846560846563
DTXSID7058208,881685-58-1,Isopyrazam,3,0.42857142857142855,Isopyrazam,881685-58-1,DTXSID8024238,Oryzalin,19044-88-3,0.7902097902097903,0.003616814382392932,0.7222222222222223,1.150793650793651
DTXSID6058003,181587-01-9,Ethiprole,2,0.2857142857142857,Ethiprole,181587-01-9,DTXSID8034586,Etoxazole,153233-91-1,0.8951048951048952,5.9415408755710865e-6,0.8611111111111113,1.146825396825397
DTXSID7021495,79-08-3,Bromoacetic acid,2,0.2857142857142857,Bromoacetic acid,79-08-3,DTXSID6020438,"1,2-Dichloroethane",107-06-2,0.8951048951048952,5.9415408755710865e-6,0.8611111111111113,1.146825396825397
DTXSID10872472,1837-57-6,Ethacridine lactate,2,0.2857142857142857,Ethacridine lactate,1837-57-6,DTXSID4021218,Quercetin,117-39-5,0.8881118881118882,9.165861732816959e-5,0.851851851851852,1.1375661375661377
DTXSID70863164,3387-41-5,Sabinen,2,0.2857142857142857,Sabinen,3387-41-5,DTXSID5025607,Methyleugenol,93-15-2,0.8881118881118882,9.165861732816959e-5,0.851851851851852,1.1375661375661377
DTXSID70700863,51808-87-8,1-(14-Bromotetradecyl)isoquinoline,3,0.42857142857142855,1-(14-Bromotetradecyl)isoquinoline,51808-87-8,DTXSID8034875,Pyridalyl,179101-81-6,0.7762237762237764,0.0046598806161295995,0.7037037037037038,1.1322751322751323
DTXSID0036766,21293-29-8,(+)-(S)-Abscisic acid,2,0.2857142857142857,(+)-(S)-Abscisic acid,21293-29-8,DTXSID7020398,"2,4-Diaminoanisole sulfate",39156-41-7,0.8811188811188813,1.9215308603749747e-4,0.8425925925925928,1.1283068783068786
DTXSID3034298,53780-36-2,Mefluidide-diolamine,1,0.14285714285714285,Mefluidide-diolamine,53780-36-2,DTXSID8024101,Tribenuron-methyl,101200-48-0,0.9860139860139862,0,0.9814814814814816,1.1243386243386244
DTXSID4042042,25254-50-6,Tris(N-hydroxypropyl) hexahydrotriazine,1,0.14285714285714285,Tris(N-hydroxypropyl) hexahydrotriazine,25254-50-6,DTXSID2020892,Metronidazole,443-48-1,0.9860139860139862,0,0.9814814814814816,1.1243386243386244
DTXSID70892934,66603-10-9,"Diazene, 1-?cyclohexyl-?2-?hydroxy-?, 1-?oxide, potassium salt (1:1)",1,0.14285714285714285,"Diazene, 1-?cyclohexyl-?2-?hydroxy-?, 1-?oxide, potassium salt (1:1)",66603-10-9,DTXSID6020066,2-Amino-5-nitrothiazole,121-66-4,0.9860139860139862,0,0.9814814814814816,1.1243386243386244
DTXSID8035001,112-38-9,10-Undecenoic acid,2,0.2857142857142857,10-Undecenoic acid,112-38-9,DTXSID5025607,Methyleugenol,93-15-2,0.8741258741258742,3.088607930535857e-4,0.8333333333333334,1.119047619047619
DTXSID9035175,525-79-1,Kinetin,4,0.5714285714285714,Kinetin,525-79-1,DTXSID7020398,"2,4-Diaminoanisole sulfate",39156-41-7,0.6503496503496504,0.025911516845969543,0.5370370370370371,1.1084656084656084
DTXSID0058225,958647-10-4,Flutianil,1,0.14285714285714285,Flutianil,958647-10-4,DTXSID8034586,Etoxazole,153233-91-1,0.9720279720279722,0,0.9629629629629631,1.105820105820106
DTXSID8057988,158237-07-1,Fentrazamide,1,0.14285714285714285,Fentrazamide,158237-07-1,DTXSID1023869,Ametryn,834-12-8,0.9650349650349651,0,0.9537037037037038,1.0965608465608467
DTXSID0067842,34395-72-7,"Glycine, N-[3-(dodecylamino)propyl]-",1,0.14285714285714285,"Glycine, N-[3-(dodecylamino)propyl]-",34395-72-7,DTXSID1023869,Ametryn,834-12-8,0.9580419580419582,0,0.9444444444444448,1.0873015873015877
